destination_name,origin_name,2019,2020,2021,2022
LV,BY,14.0,137.0,57.0,2.0
FI,UA,14.0,79.0,82.0,2.0
BG,SE,14.0,2.0,8.0,24.0
PL,GE,14.0,29.0,29.0,206.0
FI,SK,13.0,4.0,4.0,14.0
CY,NO,13.0,6.0,21.0,190.0
UA,BG,13.0,16.0,178.0,37.0
EE,CZ,13.0,14.0,40.0,27.0
LV,SK,13.0,13.0,11.0,6.0
HR,LU,13.0,18.0,12.0,26.0
CZ,LT,13.0,72.0,99.0,80.0
KZ,FR,13.0,14.0,10.0,3.0
SE,SK,13.0,22.0,60.0,42.0
LV,HR,13.0,11.0,19.0,48.0
EE,MT,13.0,11.0,11.0,75.0
BY,LV,13.0,121.0,60.0,3.0
MT,SI,13.0,6.0,14.0,20.0
HU,LT,12.0,10.0,34.0,124.0
AZ,DE,11.0,10.0,4.0,9.0
IS,GR,11.0,4.0,14.0,12.0
BG,UA,11.0,55.0,278.0,36.0
BG,LU,11.0,10.0,35.0,23.0
SI,MT,11.0,9.0,10.0,19.0
FI,CY,11.0,24.0,29.0,143.0
DK,CY,11.0,106.0,154.0,440.0
LU,IS,11.0,5.0,3.0,1.0
LT,PT,11.0,9.0,65.0,91.0
TR,BY,11.0,686.0,937.0,552.0
UA,RO,10.0,22.0,91.0,6.0
DE,AZ,10.0,7.0,4.0,11.0
PT,LT,10.0,9.0,74.0,102.0
BA,SI,10.0,6.0,17.0,11.0
RO,UA,10.0,19.0,101.0,3.0
HU,BY,10.0,101.0,9.0,1.0
LU,HR,10.0,20.0,16.0,31.0
LU,UA,10.0,5.0,4.0,1.0
FR,CY,10.0,36.0,194.0,439.0
KZ,ES,10.0,55.0,70.0,11.0
NL,BY,10.0,398.0,110.0,1.0
AZ,TR,10.0,2.0,13.0,22.0
BY,GB,9.0,210.0,64.0,1.0
BY,KZ,9.0,47.0,63.0,21.0
SI,LV,9.0,6.0,12.0,6.0
SI,RO,9.0,8.0,12.0,46.0
KZ,IL,9.0,14.0,20.0,8.0
BY,CZ,9.0,236.0,66.0,1.0
LU,RS,9.0,3.0,51.0,87.0
AT,KZ,9.0,6.0,17.0,3.0
NO,LU,9.0,38.0,44.0,102.0
PT,EE,9.0,1.0,9.0,16.0
RS,LU,9.0,4.0,21.0,80.0
IS,SI,9.0,2.0,1.0,7.0
TR,IS,9.0,2.0,12.0,17.0
IS,LT,9.0,4.0,13.0,60.0
LT,CY,9.0,68.0,84.0,133.0
IS,RO,8.0,5.0,2.0,9.0
GE,IL,8.0,27.0,47.0,216.0
LT,BG,8.0,7.0,39.0,27.0
BA,HR,8.0,14.0,11.0,6.0
LV,RS,8.0,15.0,23.0,13.0
IS,TR,8.0,5.0,6.0,13.0
GE,LV,8.0,16.0,9.0,22.0
EE,PT,8.0,2.0,7.0,15.0
RS,BY,8.0,174.0,142.0,34.0
DK,SK,8.0,6.0,45.0,130.0
CY,ES,8.0,7.0,71.0,66.0
GB,GI,7.0,41.0,443.0,840.0
SI,SE,7.0,2.0,25.0,41.0
LV,SI,7.0,7.0,11.0,7.0
CZ,CY,7.0,41.0,92.0,231.0
HR,IS,7.0,1.0,3.0,5.0
LU,NO,7.0,3.0,20.0,103.0
BG,LT,7.0,5.0,38.0,25.0
LT,BY,7.0,192.0,212.0,58.0
LT,CH,7.0,23.0,43.0,125.0
BY,CH,7.0,42.0,17.0,2.0
BY,EE,7.0,100.0,91.0,1.0
KZ,BY,7.0,49.0,62.0,19.0
BY,BY,7.0,221.0,430.0,665.0
SE,BA,7.0,8.0,6.0,124.0
CH,BY,7.0,45.0,23.0,1.0
RS,LV,7.0,6.0,18.0,10.0
AZ,LU,7.0,6.0,2.0,2.0
KZ,PL,6.0,7.0,5.0,3.0
SK,FI,6.0,8.0,3.0,19.0
SK,PT,6.0,9.0,12.0,10.0
GE,DE,6.0,48.0,90.0,172.0
GR,GE,6.0,6.0,3.0,20.0
SI,IE,6.0,4.0,14.0,104.0
LU,FI,6.0,5.0,15.0,15.0
EE,IS,6.0,3.0,2.0,1.0
EE,IL,6.0,2.0,3.0,5.0
DE,BA,6.0,12.0,5.0,210.0
FR,GE,6.0,16.0,15.0,97.0
IL,IS,5.0,1.0,14.0,4.0
UA,SI,5.0,6.0,19.0,2.0
RO,IS,5.0,2.0,4.0,9.0
IS,HR,5.0,3.0,1.0,10.0
CY,HR,5.0,6.0,18.0,18.0
BY,TR,5.0,382.0,1077.0,521.0
IL,BY,5.0,90.0,106.0,12.0
IE,SI,5.0,1.0,8.0,9.0
AZ,GB,5.0,1.0,3.0,5.0
RS,IE,5.0,3.0,4.0,4.0
BG,PT,5.0,1.0,43.0,75.0
FI,LU,5.0,15.0,17.0,22.0
BY,RS,5.0,152.0,118.0,28.0
SK,NO,5.0,1.0,4.0,6.0
SK,DK,4.0,7.0,42.0,131.0
IS,UA,4.0,6.0,6.0,2.0
HU,EE,4.0,4.0,15.0,10.0
RO,GE,4.0,1.0,1.0,7.0
MT,HR,4.0,8.0,22.0,24.0
PT,RS,4.0,1.0,11.0,7.0
AZ,IL,4.0,1.0,1.0,2.0
RS,CY,4.0,98.0,226.0,448.0
ES,BY,4.0,107.0,38.0,2.0
SE,SI,4.0,4.0,22.0,20.0
LU,AZ,4.0,5.0,1.0,3.0
NO,SK,4.0,3.0,8.0,9.0
EE,SK,4.0,3.0,7.0,8.0
KZ,AT,4.0,5.0,5.0,1.0
BE,KZ,4.0,8.0,86.0,46.0
IS,EE,4.0,3.0,5.0,4.0
CH,LT,4.0,26.0,38.0,131.0
LV,LU,4.0,2.0,6.0,6.0
RS,PT,4.0,5.0,6.0,8.0
PT,SK,3.0,5.0,6.0,13.0
BA,CH,3.0,7.0,49.0,67.0
RO,EE,3.0,2.0,5.0,5.0
LT,LU,3.0,4.0,5.0,2.0
GI,ES,3.0,18.0,38.0,154.0
HR,MT,3.0,9.0,16.0,12.0
GB,GE,3.0,5.0,4.0,5.0
BE,GE,3.0,4.0,2.0,2.0
SK,LT,3.0,2.0,12.0,29.0
GE,NL,3.0,11.0,11.0,67.0
IS,IL,3.0,7.0,23.0,9.0
BY,HU,3.0,78.0,10.0,1.0
BY,IL,3.0,109.0,126.0,19.0
EE,LU,3.0,1.0,2.0,3.0
NL,GE,3.0,7.0,13.0,90.0
HR,CY,3.0,9.0,11.0,23.0
SI,LU,3.0,11.0,29.0,20.0
LU,LV,3.0,5.0,2.0,7.0
NO,SI,3.0,1.0,5.0,9.0
LT,SK,3.0,6.0,6.0,14.0
LU,SI,3.0,8.0,27.0,19.0
NO,CY,3.0,6.0,19.0,183.0
CY,LU,3.0,2.0,5.0,16.0
AZ,IT,3.0,1.0,1.0,2.0
UA,GE,3.0,11.0,85.0,101.0
AT,GE,2.0,4.0,3.0,13.0
SI,EE,2.0,4.0,5.0,5.0
EE,SI,2.0,5.0,9.0,7.0
RS,BG,2.0,5.0,81.0,243.0
LT,RS,2.0,4.0,5.0,20.0
ES,CY,2.0,14.0,69.0,56.0
KZ,NL,2.0,6.0,5.0,11.0
LT,RO,2.0,8.0,16.0,42.0
RO,LT,2.0,10.0,21.0,25.0
RO,LU,2.0,11.0,105.0,150.0
RO,KZ,2.0,24.0,3.0,1.0
CY,SI,2.0,2.0,8.0,9.0
EE,HR,2.0,2.0,2.0,5.0
KZ,BE,2.0,6.0,43.0,40.0
LU,LT,2.0,3.0,4.0,4.0
HR,EE,2.0,2.0,1.0,3.0
GE,BE,2.0,15.0,2.0,3.0
EE,RO,2.0,3.0,4.0,8.0
LV,RO,2.0,6.0,7.0,8.0
GE,PL,2.0,85.0,23.0,84.0
RO,SI,2.0,5.0,8.0,25.0
UA,IS,1.0,4.0,2.0,2.0
AZ,NL,1.0,4.0,2.0,1.0
HR,LT,1.0,9.0,2.0,40.0
BG,IS,1.0,3.0,3.0,1.0
ES,GE,1.0,4.0,1.0,16.0
BG,RS,1.0,4.0,92.0,254.0
RS,EE,1.0,2.0,5.0,12.0
BY,SK,1.0,5.0,9.0,1.0
LU,CY,1.0,4.0,6.0,9.0
SK,BY,1.0,2.0,14.0,2.0
GE,AT,1.0,17.0,3.0,21.0
SI,PT,1.0,2.0,25.0,16.0
IE,RS,1.0,2.0,8.0,7.0
KZ,CY,1.0,5.0,7.0,3.0
EE,HU,1.0,4.0,16.0,8.0
PL,KZ,1.0,28.0,13.0,6.0
SI,CY,1.0,4.0,17.0,11.0
SI,BG,1.0,1.0,17.0,10.0
PT,KZ,1.0,2.0,7.0,1.0
GI,PT,1.0,10.0,16.0,22.0
AT,BA,1.0,2.0,2.0,35.0
HU,GE,1.0,6.0,3.0,12.0
IL,KZ,1.0,4.0,18.0,1.0
GI,CH,1.0,4.0,2.0,13.0
RO,LV,1.0,4.0,5.0,10.0
RS,LT,1.0,5.0,2.0,17.0
PT,SI,1.0,3.0,24.0,10.0
CY,PT,1.0,5.0,11.0,5.0
MT,IS,1.0,3.0,4.0,2.0
IS,MT,1.0,1.0,4.0,3.0
GE,GB,1.0,16.0,2.0,6.0
BE,BA,1.0,1.0,2.0,1.0
TR,MD,1.0,1.0,1.0,177.0
