admin3,event_type,year,fatalities
Orikhivska,Battles,2022,6
Orikhivska,Battles,2023,71
Orikhivska,Battles,2024,138
Orikhivska,Explosions/Remote violence,2022,81
Orikhivska,Explosions/Remote violence,2023,446
Orikhivska,Explosions/Remote violence,2024,273
Oskilska,Battles,2022,165
Oskilska,Battles,2023,0
Oskilska,Explosions/Remote violence,2022,33
Oskilska,Explosions/Remote violence,2023,12
Oskilska,Explosions/Remote violence,2024,6
Osterska,Battles,2022,0
Osypenkivska,Battles,2022,1
Osypenkivska,Explosions/Remote violence,2022,0
Osypenkivska,Explosions/Remote violence,2023,0
Ovidiopolska,Explosions/Remote violence,2024,0
Ovrutska,Battles,2022,0
Ovrutska,Explosions/Remote violence,2022,0
Ovrutska,Explosions/Remote violence,2023,0
Pavlivska,Battles,2022,0
Pavlivska,Explosions/Remote violence,2022,0
Pavlivska,Explosions/Remote violence,2023,3
Pavlivska,Explosions/Remote violence,2024,0
Pavlohradska,Explosions/Remote violence,2022,2
Pavlohradska,Explosions/Remote violence,2023,4
Pavlohradska,Explosions/Remote violence,2024,2
Pechenizka,Battles,2022,0
Pechenizka,Explosions/Remote violence,2022,12
Pechenizka,Explosions/Remote violence,2023,7
Pechenizka,Explosions/Remote violence,2024,0
Pereshchepynska,Explosions/Remote violence,2024,0
Pershotravenska,Explosions/Remote violence,2023,0
Pershotravnenska,Explosions/Remote violence,2022,0
Pershotravnenska,Explosions/Remote violence,2024,3
Pervomaiska,Battles,2022,8
Pervomaiska,Explosions/Remote violence,2022,187
Pervomaiska,Explosions/Remote violence,2023,3
Pervomaiska,Explosions/Remote violence,2024,6
Petrivska,Battles,2022,0
Petrivska,Explosions/Remote violence,2022,3
Petrivska,Explosions/Remote violence,2023,0
Petrivska,Explosions/Remote violence,2024,0
Petro-Mykhailivska,Battles,2023,13
Petro-Mykhailivska,Battles,2024,4
Petro-Mykhailivska,Explosions/Remote violence,2022,0
Petro-Mykhailivska,Explosions/Remote violence,2023,0
Petro-Mykhailivska,Explosions/Remote violence,2024,0
Petropavlivska,Battles,2022,100
Petropavlivska,Battles,2023,863
Petropavlivska,Battles,2024,892
Petropavlivska,Explosions/Remote violence,2022,229
Petropavlivska,Explosions/Remote violence,2023,791
Petropavlivska,Explosions/Remote violence,2024,302
Petrykivska,Explosions/Remote violence,2024,0
Piatykhatska,Battles,2022,0
Pidhaietska,Explosions/Remote violence,2023,0
Pidhorodnenska,Explosions/Remote violence,2023,1
Pishchanska,Explosions/Remote violence,2022,11
Pishchanska,Explosions/Remote violence,2023,0
Piskivska,Explosions/Remote violence,2022,1
Pisochynska,Explosions/Remote violence,2022,4
Pisochynska,Explosions/Remote violence,2023,8
Pisochynska,Explosions/Remote violence,2024,2
Pivdennomiska,Explosions/Remote violence,2023,0
Pivdennomiska,Explosions/Remote violence,2024,2
Pochetnenska,Battles,2023,1
Podilska,Explosions/Remote violence,2022,0
Podilska,Explosions/Remote violence,2024,0
Pokrovska,Battles,2022,10
Pokrovska,Battles,2023,8
Pokrovska,Battles,2024,4722
Pokrovska,Explosions/Remote violence,2020,1
Pokrovska,Explosions/Remote violence,2021,0
Pokrovska,Explosions/Remote violence,2022,54
Pokrovska,Explosions/Remote violence,2023,21
Pokrovska,Explosions/Remote violence,2024,148
Poliska,Explosions/Remote violence,2022,0
Poliska,Explosions/Remote violence,2023,0
Polohivska,Battles,2022,48
Polohivska,Battles,2023,308
Polohivska,Battles,2024,89
Polohivska,Explosions/Remote violence,2022,623
Polohivska,Explosions/Remote violence,2023,69
Polohivska,Explosions/Remote violence,2024,29
Polonska,Explosions/Remote violence,2022,0
Poltavska,Explosions/Remote violence,2020,0
Poltavska,Explosions/Remote violence,2022,2
Poltavska,Explosions/Remote violence,2023,0
Poltavska,Explosions/Remote violence,2024,61
Popasnianska,Battles,2020,0
Popasnianska,Battles,2021,2
Popasnianska,Battles,2022,142
Popasnianska,Battles,2023,11
Popasnianska,Battles,2024,2
Popasnianska,Explosions/Remote violence,2020,0
Popasnianska,Explosions/Remote violence,2021,1
Popasnianska,Explosions/Remote violence,2022,183
Popasnianska,Explosions/Remote violence,2023,36
Popasnianska,Explosions/Remote violence,2024,6
Popilnianska,Explosions/Remote violence,2022,0
Popivska,Explosions/Remote violence,2022,0
Popivska,Explosions/Remote violence,2023,0
Popivska,Explosions/Remote violence,2024,2
Poshtivska,Explosions/Remote violence,2023,0
Potiivska,Battles,2022,0
Potiivska,Explosions/Remote violence,2022,0
Preobrazhenska,Battles,2022,0
Preobrazhenska,Battles,2023,1
Preobrazhenska,Battles,2024,0
Preobrazhenska,Explosions/Remote violence,2022,6
Preobrazhenska,Explosions/Remote violence,2023,37
Preobrazhenska,Explosions/Remote violence,2024,5
Pryazovska,Explosions/Remote violence,2022,4
Pryazovska,Explosions/Remote violence,2023,0
Prybuzhanivska,Explosions/Remote violence,2022,0
Prylutska,Battles,2022,0
Prylutska,Explosions/Remote violence,2022,5
Prylutska,Explosions/Remote violence,2023,0
Prylutska,Explosions/Remote violence,2024,0
Prymorska,Battles,2022,0
Prymorska,Explosions/Remote violence,2022,0
Prymorska,Explosions/Remote violence,2023,0
Pryvilnenska,Battles,2022,0
Pryvilnenska,Explosions/Remote violence,2022,0
Putyvlska,Explosions/Remote violence,2022,0
Putyvlska,Explosions/Remote violence,2023,0
Putyvlska,Explosions/Remote violence,2024,3
Radekhivska,Explosions/Remote violence,2022,0
Radsadivska,Explosions/Remote violence,2022,2
Radsadivska,Explosions/Remote violence,2023,1
Radsadivska,Explosions/Remote violence,2024,0
Raivska,Explosions/Remote violence,2022,0
Ratnivska,Explosions/Remote violence,2024,0
Reniiska,Explosions/Remote violence,2023,0
Richkivska,Explosions/Remote violence,2022,0
Richkivska,Explosions/Remote violence,2023,1
Richkivska,Explosions/Remote violence,2024,11
Ripkynska,Explosions/Remote violence,2022,3
Ripkynska,Explosions/Remote violence,2023,1
Ripkynska,Explosions/Remote violence,2024,0
Rivnenska,Explosions/Remote violence,2022,0
Rivnenska,Explosions/Remote violence,2023,0
Rivnenska,Explosions/Remote violence,2024,0
Rodnykivska,Explosions/Remote violence,2024,0
Rohanska,Battles,2022,0
Rohanska,Explosions/Remote violence,2022,3
Rohanska,Explosions/Remote violence,2023,0
Rohanska,Explosions/Remote violence,2024,0
Rokytnianska,Explosions/Remote violence,2022,0
Rokytnianska,Explosions/Remote violence,2023,0
Romashkinska,Explosions/Remote violence,2023,0
Romenska,Battles,2022,10
Romenska,Explosions/Remote violence,2022,6
Romenska,Explosions/Remote violence,2023,4
Romenska,Explosions/Remote violence,2024,0
Rovenkivska,Explosions/Remote violence,2021,0
Rovenkivska,Explosions/Remote violence,2022,1
Rovenkivska,Explosions/Remote violence,2023,0
Rovenkivska,Explosions/Remote violence,2024,4
Rozdilnianska,Battles,2022,0
Rozdilnianska,Explosions/Remote violence,2022,0
Rozdilnianska,Explosions/Remote violence,2023,0
Rozdilnianska,Explosions/Remote violence,2024,0
Rozdolnenska,Explosions/Remote violence,2023,1
Rozdolnenska,Explosions/Remote violence,2024,0
Rozdolska,Explosions/Remote violence,2023,0
Rozdolska,Explosions/Remote violence,2024,20
Rozivska,Battles,2022,0
Rozivska,Explosions/Remote violence,2022,10
Rozivska,Explosions/Remote violence,2023,0
Rozivska,Explosions/Remote violence,2024,0
Rubizhanska,Battles,2022,119
Rubizhanska,Explosions/Remote violence,2020,0
Rubizhanska,Explosions/Remote violence,2022,28
Rubizhanska,Explosions/Remote violence,2023,2
Rubizhanska,Explosions/Remote violence,2024,4
Rudkivska,Explosions/Remote violence,2024,0
Rusakivska,Explosions/Remote violence,2024,0
Ruskopolianska,Explosions/Remote violence,2022,0
Ruskopolianska,Explosions/Remote violence,2023,0
Rzhyshchivska,Explosions/Remote violence,2023,9
Sadivska,Explosions/Remote violence,2022,4
Sadivska,Explosions/Remote violence,2024,0
Safianivska,Explosions/Remote violence,2022,1
Safianivska,Explosions/Remote violence,2024,1
Sakhnovshchynska,Explosions/Remote violence,2022,0
Sakska,Explosions/Remote violence,2022,0
Sakska,Explosions/Remote violence,2023,0
Sakska,Explosions/Remote violence,2024,12
Sarnenska,Explosions/Remote violence,2022,4
Sartanska,Battles,2020,8
Sartanska,Battles,2021,7
Sartanska,Battles,2022,12
Sartanska,Explosions/Remote violence,2020,8
Sartanska,Explosions/Remote violence,2021,3
Sartanska,Explosions/Remote violence,2022,11
Sartanska,Explosions/Remote violence,2023,0
Savynska,Battles,2022,0
Savynska,Explosions/Remote violence,2022,0
Savynska,Explosions/Remote violence,2023,0
Sednivska,Battles,2022,0
Sednivska,Explosions/Remote violence,2022,3
Sednivska,Explosions/Remote violence,2024,0
Seliatynska,Battles,2024,0
Selydivska,Battles,2022,0
Selydivska,Battles,2023,0
Selydivska,Battles,2024,1553
Selydivska,Explosions/Remote violence,2022,11
Selydivska,Explosions/Remote violence,2023,10
Selydivska,Explosions/Remote violence,2024,100
Semenivska,Battles,2022,10
Semenivska,Battles,2024,5
Semenivska,Explosions/Remote violence,2022,1
Semenivska,Explosions/Remote violence,2023,11
Semenivska,Explosions/Remote violence,2024,5
Semysotska,Explosions/Remote violence,2023,0
Serebrianska,Explosions/Remote violence,2023,0
Seredyno-Budska,Battles,2022,0
Seredyno-Budska,Battles,2024,0
Seredyno-Budska,Explosions/Remote violence,2022,1
Seredyno-Budska,Explosions/Remote violence,2023,15
Seredyno-Budska,Explosions/Remote violence,2024,1
Serhiivska,Explosions/Remote violence,2022,21
Serhiivska,Explosions/Remote violence,2023,0
Shabivska,Explosions/Remote violence,2022,0
Shakhivska,Battles,2023,5
Shakhivska,Battles,2024,87
Shakhivska,Explosions/Remote violence,2022,1
Shakhivska,Explosions/Remote violence,2023,1
Shakhivska,Explosions/Remote violence,2024,2
Shakhtarska,Explosions/Remote violence,2020,0
Shakhtarska,Explosions/Remote violence,2021,0
Shakhtarska,Explosions/Remote violence,2022,4
Shakhtarska,Explosions/Remote violence,2023,5
Shalyhynska,Battles,2022,0
Shalyhynska,Explosions/Remote violence,2022,2
Shalyhynska,Explosions/Remote violence,2023,4
Shalyhynska,Explosions/Remote violence,2024,12
Shatska,Explosions/Remote violence,2023,0
Shchastynska,Battles,2020,0
Shchastynska,Battles,2021,0
Shchastynska,Battles,2022,51
Shchastynska,Battles,2024,1
Shchastynska,Explosions/Remote violence,2020,2
Shchastynska,Explosions/Remote violence,2021,0
Shchastynska,Explosions/Remote violence,2022,24
Shchastynska,Explosions/Remote violence,2023,0
Shcholkinska,Explosions/Remote violence,2024,0
Shepetivska,Explosions/Remote violence,2022,0
Shepetivska,Explosions/Remote violence,2024,0
Shevchenkivska,Battles,2022,54
Shevchenkivska,Explosions/Remote violence,2022,60
Shevchenkivska,Explosions/Remote violence,2023,63
Shevchenkivska,Explosions/Remote violence,2024,20
Shostkynska,Battles,2022,0
Shostkynska,Explosions/Remote violence,2022,0
Shostkynska,Explosions/Remote violence,2023,0
Shostkynska,Explosions/Remote violence,2024,5
Shtormivska,Explosions/Remote violence,2024,0
Shulhynska,Battles,2022,0
Shyrokivska,Battles,2022,0
Shyrokivska,Explosions/Remote violence,2020,0
Shyrokivska,Explosions/Remote violence,2022,7
Shyrokivska,Explosions/Remote violence,2023,3
Shyrokivska,Explosions/Remote violence,2024,2
Shyshatska,Battles,2022,0
Sievierodonetska,Battles,2022,336
Sievierodonetska,Explosions/Remote violence,2020,1
Sievierodonetska,Explosions/Remote violence,2021,0
Sievierodonetska,Explosions/Remote violence,2022,87
Sievierodonetska,Explosions/Remote violence,2023,0
Simferopolska,Explosions/Remote violence,2022,0
Simferopolska,Explosions/Remote violence,2023,2
Simferopolska,Explosions/Remote violence,2024,0
Siverska,Battles,2022,35
Siverska,Battles,2023,216
Siverska,Battles,2024,230
Siverska,Explosions/Remote violence,2022,63
Siverska,Explosions/Remote violence,2023,327
Siverska,Explosions/Remote violence,2024,192
Skadovska,Battles,2022,0
Skadovska,Battles,2023,80
Skadovska,Explosions/Remote violence,2022,145
Skadovska,Explosions/Remote violence,2023,71
Skadovska,Explosions/Remote violence,2024,0
Skvortsivska,Explosions/Remote violence,2024,0
Slavhorodska,Explosions/Remote violence,2022,0
Slavhorodska,Explosions/Remote violence,2023,0
Slavnivska,Explosions/Remote violence,2024,0
Slavutska,Explosions/Remote violence,2023,0
Slavutytska,Battles,2022,0
Slavutytska,Explosions/Remote violence,2022,0
Slobozhanska,Battles,2022,0
Slobozhanska,Battles,2023,3
Slobozhanska,Explosions/Remote violence,2022,10
Slobozhanska,Explosions/Remote violence,2023,0
Slobozhanska,Explosions/Remote violence,2024,2
Slovechanska,Battles,2022,0
Slovianska,Battles,2022,0
Slovianska,Battles,2023,17
Slovianska,Battles,2024,211
Slovianska,Explosions/Remote violence,2022,122
Slovianska,Explosions/Remote violence,2023,20
Slovianska,Explosions/Remote violence,2024,23
Smilianska,Explosions/Remote violence,2022,0
Smilianska,Explosions/Remote violence,2023,1
Smilianska,Explosions/Remote violence,2024,0
Smyrnovska,Explosions/Remote violence,2022,0
Smyzka,Explosions/Remote violence,2023,0
Snihurivska,Battles,2022,6
Snihurivska,Explosions/Remote violence,2022,262
Snihurivska,Explosions/Remote violence,2023,10
Snihurivska,Explosions/Remote violence,2024,9
Snizhnianska,Battles,2023,2
Snizhnianska,Battles,2024,0
Snizhnianska,Explosions/Remote violence,2021,0
Snizhnianska,Explosions/Remote violence,2022,0
Snizhnianska,Explosions/Remote violence,2023,0
Snizhnianska,Explosions/Remote violence,2024,0
Snovska,Battles,2022,0
Snovska,Explosions/Remote violence,2022,0
Snovska,Explosions/Remote violence,2023,5
Snovska,Explosions/Remote violence,2024,3
Sokyrianska,Explosions/Remote violence,2024,0
Soledarska,Battles,2022,344
Soledarska,Battles,2023,827
Soledarska,Battles,2024,426
Soledarska,Explosions/Remote violence,2020,0
Soledarska,Explosions/Remote violence,2021,0
Soledarska,Explosions/Remote violence,2022,144
Soledarska,Explosions/Remote violence,2023,229
Soledarska,Explosions/Remote violence,2024,140
Solonianska,Explosions/Remote violence,2022,0
Solonianska,Explosions/Remote violence,2023,0
Solonytsivska,Explosions/Remote violence,2022,0
Solonytsivska,Explosions/Remote violence,2023,0
Solonytsivska,Explosions/Remote violence,2024,0
Solotvynska,Explosions/Remote violence,2022,0
Sorokynska,Battles,2022,0
Sorokynska,Explosions/Remote violence,2020,0
Sorokynska,Explosions/Remote violence,2021,1
Sorokynska,Explosions/Remote violence,2022,0
Sorokynska,Explosions/Remote violence,2023,0
Sorokynska,Explosions/Remote violence,2024,3
Sosnytska,Explosions/Remote violence,2022,0
Sosnytska,Explosions/Remote violence,2023,0
Sosnytska,Explosions/Remote violence,2024,0
Sovietska,Explosions/Remote violence,2022,3
Sribnianska,Explosions/Remote violence,2022,0
Sribnianska,Explosions/Remote violence,2024,0
Stanislavska,Battles,2022,132
Stanislavska,Explosions/Remote violence,2022,34
Stanislavska,Explosions/Remote violence,2023,26
Stanislavska,Explosions/Remote violence,2024,16
Stanychno-Luhanska,Battles,2020,0
Stanychno-Luhanska,Battles,2021,0
Stanychno-Luhanska,Battles,2022,0
Stanychno-Luhanska,Battles,2023,3
Stanychno-Luhanska,Battles,2024,8
Stanychno-Luhanska,Explosions/Remote violence,2020,0
Stanychno-Luhanska,Explosions/Remote violence,2021,0
Stanychno-Luhanska,Explosions/Remote violence,2022,0
Stanychno-Luhanska,Explosions/Remote violence,2024,0
Stanyshivska,Explosions/Remote violence,2022,0
Starobeshivska,Battles,2020,0
Starobeshivska,Battles,2021,0
Starobeshivska,Battles,2022,10
Starobeshivska,Battles,2023,5
Starobeshivska,Battles,2024,18
Starobeshivska,Explosions/Remote violence,2020,0
Starobeshivska,Explosions/Remote violence,2021,0
Starobeshivska,Explosions/Remote violence,2022,0
Starobeshivska,Explosions/Remote violence,2023,2
Starobeshivska,Explosions/Remote violence,2024,1
Starobilska,Battles,2022,0
Starobilska,Explosions/Remote violence,2022,89
Starobilska,Explosions/Remote violence,2023,0
Starobilska,Explosions/Remote violence,2024,1
Starokostiantynivska,Explosions/Remote violence,2022,1
Starokostiantynivska,Explosions/Remote violence,2023,0
Starokostiantynivska,Explosions/Remote violence,2024,0
Staromlynivska,Battles,2022,16
Staromlynivska,Battles,2023,89
Staromlynivska,Battles,2024,17
Staromlynivska,Explosions/Remote violence,2022,10
Staromlynivska,Explosions/Remote violence,2023,25
Staromlynivska,Explosions/Remote violence,2024,16
Starosaltivska,Battles,2022,14
Starosaltivska,Battles,2024,2
Starosaltivska,Explosions/Remote violence,2022,16
Starosaltivska,Explosions/Remote violence,2023,1
Starosaltivska,Explosions/Remote violence,2024,4
Starovirivska,Explosions/Remote violence,2024,0
Stavyshchenska,Explosions/Remote violence,2022,0
Stepanivska,Explosions/Remote violence,2022,0
Stepanivska,Explosions/Remote violence,2023,0
Stepanivska,Explosions/Remote violence,2024,0
Stepivska,Explosions/Remote violence,2022,2
Stepivska,Explosions/Remote violence,2023,0
Stepivska,Explosions/Remote violence,2024,0
Stepnenska,Battles,2023,0
Stepnenska,Battles,2024,3
Stepnenska,Explosions/Remote violence,2022,9
Stepnenska,Explosions/Remote violence,2023,2
Stepnenska,Explosions/Remote violence,2024,7
Stepnohirska,Battles,2022,0
Stepnohirska,Battles,2023,33
Stepnohirska,Battles,2024,60
Stepnohirska,Explosions/Remote violence,2022,6
Stepnohirska,Explosions/Remote violence,2023,60
Stepnohirska,Explosions/Remote violence,2024,214
Stryiska,Explosions/Remote violence,2022,0
Stryiska,Explosions/Remote violence,2024,1
Stryzhavska,Explosions/Remote violence,2023,0
Subottsivska,Explosions/Remote violence,2023,0
Sukhopolovianska,Explosions/Remote violence,2024,0
Sumska,Battles,2022,34
Sumska,Battles,2023,0
Sumska,Battles,2024,0
Sumska,Explosions/Remote violence,2022,26
Sumska,Explosions/Remote violence,2023,5
Sumska,Explosions/Remote violence,2024,66
Susaninska,Explosions/Remote violence,2024,0
Suvorovska,Explosions/Remote violence,2024,0
Svativska,Battles,2022,15
Svativska,Battles,2023,0
Svativska,Battles,2024,2
Svativska,Explosions/Remote violence,2022,275
Svativska,Explosions/Remote violence,2023,2
Svativska,Explosions/Remote violence,2024,2
Sveska,Battles,2023,0
Sveska,Explosions/Remote violence,2023,0
Sveska,Explosions/Remote violence,2024,5
Sviatohirska,Battles,2022,115
Sviatohirska,Battles,2023,11
Sviatohirska,Battles,2024,2
Sviatohirska,Explosions/Remote violence,2022,75
Sviatohirska,Explosions/Remote violence,2023,12
Sviatohirska,Explosions/Remote violence,2024,5
Sviatovasylivska,Explosions/Remote violence,2024,0
Svitlodarska,Battles,2020,7
Svitlodarska,Battles,2021,3
Svitlodarska,Battles,2022,135
Svitlodarska,Battles,2023,8
Svitlodarska,Battles,2024,205
Svitlodarska,Explosions/Remote violence,2020,5
Svitlodarska,Explosions/Remote violence,2021,15
Svitlodarska,Explosions/Remote violence,2022,59
Svitlodarska,Explosions/Remote violence,2023,21
Svitlodarska,Explosions/Remote violence,2024,3
Svitlovodska,Explosions/Remote violence,2022,0
Svitlovodska,Explosions/Remote violence,2023,0
Svitlovodska,Explosions/Remote violence,2024,0
Synelnykivska,Explosions/Remote violence,2022,3
Synelnykivska,Explosions/Remote violence,2023,0
Synelnykivska,Explosions/Remote violence,2024,5
Syniukhynobridska,Explosions/Remote violence,2022,0
Tairovska,Explosions/Remote violence,2022,0
Tairovska,Explosions/Remote violence,2023,0
Talalaivska,Battles,2022,0
Talalaivska,Explosions/Remote violence,2022,0
Tatarbunarska,Explosions/Remote violence,2022,0
Tavriiska,Battles,2024,0
Tavriiska,Explosions/Remote violence,2022,10
Tavriiska,Explosions/Remote violence,2023,10
Tavriiska,Explosions/Remote violence,2024,13
Tavriyska,Battles,2023,0
Tavriyska,Explosions/Remote violence,2022,25
Tavriyska,Explosions/Remote violence,2023,0
Tavriyska,Explosions/Remote violence,2024,0
Tavrychanska,Explosions/Remote violence,2024,0
Ternivska,Battles,2023,0
Ternivska,Explosions/Remote violence,2023,0
Ternopilska,Explosions/Remote violence,2022,0
Ternopilska,Explosions/Remote violence,2023,0
Ternopilska,Explosions/Remote violence,2024,1
Ternuvatska,Battles,2024,5
Ternuvatska,Explosions/Remote violence,2022,1
Ternuvatska,Explosions/Remote violence,2023,2
Ternuvatska,Explosions/Remote violence,2024,5
Terpinnivska,Battles,2022,0
Terpinnivska,Battles,2024,0
Terpinnivska,Explosions/Remote violence,2022,6
Terpinnivska,Explosions/Remote violence,2023,5
Terpinnivska,Explosions/Remote violence,2024,3
Teterivska,Explosions/Remote violence,2022,0
Tiahynska,Battles,2022,0
Tiahynska,Battles,2023,0
Tiahynska,Battles,2024,28
Tiahynska,Explosions/Remote violence,2022,100
Tiahynska,Explosions/Remote violence,2023,53
Tiahynska,Explosions/Remote violence,2024,205
Tlumatska,Explosions/Remote violence,2022,0
Tokmatska,Battles,2022,60
Tokmatska,Battles,2023,1252
Tokmatska,Battles,2024,340
Tokmatska,Explosions/Remote violence,2022,292
Tokmatska,Explosions/Remote violence,2023,321
Tokmatska,Explosions/Remote violence,2024,131
Tomakivska,Explosions/Remote violence,2022,0
Toretska,Battles,2020,1
Toretska,Battles,2021,3
Toretska,Battles,2022,20
Toretska,Battles,2023,146
Toretska,Battles,2024,1135
Toretska,Explosions/Remote violence,2020,2
Toretska,Explosions/Remote violence,2021,8
Toretska,Explosions/Remote violence,2022,95
Toretska,Explosions/Remote violence,2023,178
Toretska,Explosions/Remote violence,2024,291
Troitska,Battles,2022,0
Troitska,Battles,2024,3
Troitska,Explosions/Remote violence,2022,11
Troitska,Explosions/Remote violence,2023,0
Troitska,Explosions/Remote violence,2024,0
Trostianetska,Battles,2022,3
Trostianetska,Explosions/Remote violence,2022,15
Trostianetska,Explosions/Remote violence,2023,1
Trostianetska,Explosions/Remote violence,2024,1
Tsarychanska,Explosions/Remote violence,2024,5
Tsyrkunivska,Battles,2022,30
Tsyrkunivska,Battles,2024,2
Tsyrkunivska,Explosions/Remote violence,2022,20
Tsyrkunivska,Explosions/Remote violence,2023,1
Tsyrkunivska,Explosions/Remote violence,2024,15
Tulchynska,Explosions/Remote violence,2022,0
Tulchynska,Explosions/Remote violence,2024,0
Tuzlivska,Explosions/Remote violence,2022,0
Udachnenska,Battles,2024,20
Udachnenska,Explosions/Remote violence,2022,2
Udachnenska,Explosions/Remote violence,2023,1
Udachnenska,Explosions/Remote violence,2024,9
Ukrainska,Battles,2022,0
Ukrainska,Explosions/Remote violence,2022,0
Ukrainska,Explosions/Remote violence,2023,0
Ukrainska,Explosions/Remote violence,2024,0
Ukromnivska,Explosions/Remote violence,2022,0
Ukromnivska,Explosions/Remote violence,2023,0
Ukromnivska,Explosions/Remote violence,2024,9
Ulashanivska,Battles,2022,1
Umanska,Explosions/Remote violence,2022,2
Umanska,Explosions/Remote violence,2023,24
Umanska,Explosions/Remote violence,2024,1
Usativska,Explosions/Remote violence,2023,0
Ushomyrska,Battles,2022,0
Ushomyrska,Explosions/Remote violence,2022,0
Ustynivska,Battles,2022,0
Vakulivska,Explosions/Remote violence,2022,0
Valkivska,Explosions/Remote violence,2022,0
Varaska,Explosions/Remote violence,2023,2
Varvynska,Explosions/Remote violence,2022,0
Varvynska,Explosions/Remote violence,2024,0
Vasylivska,Battles,2022,10
Vasylivska,Battles,2023,23
Vasylivska,Battles,2024,35
Vasylivska,Explosions/Remote violence,2022,18
Vasylivska,Explosions/Remote violence,2023,46
Vasylivska,Explosions/Remote violence,2024,87
Vasylkivska,Battles,2022,3
Vasylkivska,Explosions/Remote violence,2022,4
Vasylkivska,Explosions/Remote violence,2023,0
Vasylkivska,Explosions/Remote violence,2024,0
Velykobilozerska,Explosions/Remote violence,2022,57
Velykoburlutska,Battles,2022,0
Velykoburlutska,Battles,2023,2
Velykoburlutska,Explosions/Remote violence,2022,6
Velykoburlutska,Explosions/Remote violence,2023,7
Velykoburlutska,Explosions/Remote violence,2024,28
Velykodalnytska,Explosions/Remote violence,2022,0
Velykodolynska,Explosions/Remote violence,2022,0
Velykodymerska,Battles,2022,3
Velykodymerska,Explosions/Remote violence,2022,5
Velykodymerska,Explosions/Remote violence,2023,0
Velykokopanivska,Battles,2023,2
Velykokopanivska,Explosions/Remote violence,2022,0
Velykokopanivska,Explosions/Remote violence,2023,6
Velykokopanivska,Explosions/Remote violence,2024,1
Velykolepetyska,Battles,2022,0
Velykolepetyska,Battles,2023,20
Velykolepetyska,Explosions/Remote violence,2022,0
Velykolepetyska,Explosions/Remote violence,2023,0
Velykolepetyska,Explosions/Remote violence,2024,0
Velykomykhailivska,Explosions/Remote violence,2022,10
Velykomykhailivska,Explosions/Remote violence,2023,0
Velykomykhailivska,Explosions/Remote violence,2024,0
Velykonovosilkivska,Battles,2022,214
Velykonovosilkivska,Battles,2023,526
Velykonovosilkivska,Battles,2024,1160
Velykonovosilkivska,Explosions/Remote violence,2022,54
Velykonovosilkivska,Explosions/Remote violence,2023,558
Velykonovosilkivska,Explosions/Remote violence,2024,693
Velykooleksandrivska,Battles,2022,450
Velykooleksandrivska,Battles,2024,5
Velykooleksandrivska,Explosions/Remote violence,2022,196
Velykooleksandrivska,Explosions/Remote violence,2023,19
Velykooleksandrivska,Explosions/Remote violence,2024,39
Velykopysarivska,Battles,2022,0
Velykopysarivska,Battles,2024,12
Velykopysarivska,Explosions/Remote violence,2022,6
Velykopysarivska,Explosions/Remote violence,2023,3
Velykopysarivska,Explosions/Remote violence,2024,35
Velykosorochynska,Explosions/Remote violence,2023,1
Velykosorochynska,Explosions/Remote violence,2024,0
Verkhnorohachytska,Explosions/Remote violence,2023,0
Verkhnorohachytska,Explosions/Remote violence,2024,0
Verkhnosadivska,Explosions/Remote violence,2023,0
Verkhnosyrovatska,Explosions/Remote violence,2022,0
Verkhnosyrovatska,Explosions/Remote violence,2024,1
Vertiivska,Explosions/Remote violence,2024,0
Veselynivska,Explosions/Remote violence,2024,0
Vesnianska,Explosions/Remote violence,2022,0
Vesnianska,Explosions/Remote violence,2023,0
Vesnianska,Explosions/Remote violence,2024,0
Vilhuvatska,Battles,2022,0
Vilhuvatska,Explosions/Remote violence,2022,0
Vilhuvatska,Explosions/Remote violence,2023,0
Vilhuvatska,Explosions/Remote violence,2024,35
Vilkhivska,Battles,2022,6
Vilkhivska,Explosions/Remote violence,2021,0
Vilkhivska,Explosions/Remote violence,2022,16
Vilkhivska,Explosions/Remote violence,2023,0
Vilkhivska,Explosions/Remote violence,2024,3
Vilnenska,Explosions/Remote violence,2023,0
Vilnianska,Battles,2023,0
Vilnianska,Explosions/Remote violence,2022,11
Vilnianska,Explosions/Remote violence,2023,0
Vilnianska,Explosions/Remote violence,2024,8
Vilnohirska,Explosions/Remote violence,2022,0
Vilnozaporizka,Battles,2022,0
Vilnozaporizka,Explosions/Remote violence,2022,0
Vilshanska,Explosions/Remote violence,2023,0
Vinnytska,Explosions/Remote violence,2022,35
Vinnytska,Explosions/Remote violence,2023,0
Vinnytska,Explosions/Remote violence,2024,4
Vodianska,Battles,2022,0
Vodianska,Explosions/Remote violence,2022,0
Vodianska,Explosions/Remote violence,2023,0
Vodianska,Explosions/Remote violence,2024,0
Volnovaska,Battles,2020,0
Volnovaska,Battles,2021,0
Volnovaska,Battles,2022,20
Volnovaska,Battles,2023,0
Volnovaska,Battles,2024,3
Volnovaska,Explosions/Remote violence,2020,0
Volnovaska,Explosions/Remote violence,2021,0
Volnovaska,Explosions/Remote violence,2022,22
Volnovaska,Explosions/Remote violence,2023,14
Volnovaska,Explosions/Remote violence,2024,82
Volodymyr-Volynska,Explosions/Remote violence,2022,0
Volodymyrivska,Battles,2022,0
Volodymyrivska,Explosions/Remote violence,2022,0
Volovetska,Explosions/Remote violence,2022,0
