ISO,COUNTRY,YEAR,GID_1,EVENT_TYPE,SUB_EVENT_TYPE,EVENTS
ARM,Armenia,2024,ARM.10_1,Explosions/Remote violence,Remote explosive/landmine/IED,5
ARM,Armenia,2024,ARM.10_1,Protests,Excessive force against protesters,1
ARM,Armenia,2024,ARM.10_1,Protests,Peaceful protest,30
ARM,Armenia,2024,ARM.10_1,Protests,Protest with intervention,8
ARM,Armenia,2024,ARM.10_1,Riots,Violent demonstration,1
ARM,Armenia,2024,ARM.11_1,Protests,Peaceful protest,3
ARM,Armenia,2024,ARM.11_1,Protests,Protest with intervention,1
ARM,Armenia,2024,ARM.1_1,Protests,Peaceful protest,10
ARM,Armenia,2024,ARM.2_1,Protests,Peaceful protest,7
ARM,Armenia,2024,ARM.2_1,Protests,Protest with intervention,1
ARM,Armenia,2024,ARM.3_1,Protests,Peaceful protest,10
ARM,Armenia,2024,ARM.3_1,Protests,Protest with intervention,1
ARM,Armenia,2024,ARM.4_1,Protests,Peaceful protest,186
ARM,Armenia,2024,ARM.4_1,Protests,Protest with intervention,21
ARM,Armenia,2024,ARM.4_1,Riots,Violent demonstration,1
ARM,Armenia,2024,ARM.5_1,Battles,Armed clash,7
ARM,Armenia,2024,ARM.5_1,Protests,Peaceful protest,11
ARM,Armenia,2024,ARM.5_1,Protests,Protest with intervention,1
ARM,Armenia,2024,ARM.6_1,Protests,Peaceful protest,7
ARM,Armenia,2024,ARM.6_1,Protests,Protest with intervention,3
ARM,Armenia,2024,ARM.7_1,Protests,Peaceful protest,9
ARM,Armenia,2024,ARM.7_1,Protests,Protest with intervention,1
ARM,Armenia,2024,ARM.8_1,Protests,Peaceful protest,20
ARM,Armenia,2024,ARM.8_1,Protests,Protest with intervention,1
ARM,Armenia,2024,ARM.9_1,Battles,Armed clash,8
ARM,Armenia,2024,ARM.9_1,Protests,Peaceful protest,4
ARM,Armenia,2024,ARM.9_1,Protests,Protest with intervention,1
ARM,Armenia,2024,ARM.9_1,Violence against civilians,Attack,2
ARM,Armenia,2025,ARM.10_1,Battles,Armed clash,10
ARM,Armenia,2025,ARM.10_1,Explosions/Remote violence,Remote explosive/landmine/IED,1
ARM,Armenia,2025,ARM.10_1,Protests,Peaceful protest,2
ARM,Armenia,2025,ARM.11_1,Battles,Armed clash,6
ARM,Armenia,2025,ARM.1_1,Protests,Peaceful protest,6
ARM,Armenia,2025,ARM.1_1,Protests,Protest with intervention,1
ARM,Armenia,2025,ARM.3_1,Protests,Peaceful protest,7
ARM,Armenia,2025,ARM.4_1,Protests,Peaceful protest,168
ARM,Armenia,2025,ARM.4_1,Protests,Protest with intervention,5
ARM,Armenia,2025,ARM.5_1,Battles,Armed clash,29
ARM,Armenia,2025,ARM.5_1,Explosions/Remote violence,Remote explosive/landmine/IED,3
ARM,Armenia,2025,ARM.5_1,Protests,Peaceful protest,1
ARM,Armenia,2025,ARM.6_1,Protests,Peaceful protest,7
ARM,Armenia,2025,ARM.7_1,Protests,Peaceful protest,2
ARM,Armenia,2025,ARM.8_1,Protests,Peaceful protest,6
ARM,Armenia,2025,ARM.8_1,Protests,Protest with intervention,1
ARM,Armenia,2025,ARM.9_1,Battles,Armed clash,84
ARM,Armenia,2025,ARM.9_1,Protests,Peaceful protest,8
ARM,Armenia,2025,ARM.9_1,Violence against civilians,Attack,1
AUT,Austria,2019,AUT.9_1,Protests,Peaceful protest,1
AUT,Austria,2020,AUT.1_1,Protests,Peaceful protest,3
AUT,Austria,2020,AUT.2_1,Protests,Peaceful protest,13
AUT,Austria,2020,AUT.2_1,Protests,Protest with intervention,1
AUT,Austria,2020,AUT.3_1,Protests,Peaceful protest,24
AUT,Austria,2020,AUT.3_1,Violence against civilians,Attack,1
AUT,Austria,2020,AUT.4_1,Protests,Peaceful protest,28
AUT,Austria,2020,AUT.5_1,Protests,Peaceful protest,33
AUT,Austria,2020,AUT.5_1,Protests,Protest with intervention,2
AUT,Austria,2020,AUT.6_1,Protests,Peaceful protest,24
AUT,Austria,2020,AUT.6_1,Protests,Protest with intervention,1
AUT,Austria,2020,AUT.6_1,Violence against civilians,Attack,2
AUT,Austria,2020,AUT.7_1,Protests,Peaceful protest,20
AUT,Austria,2020,AUT.7_1,Protests,Protest with intervention,1
AUT,Austria,2020,AUT.8_1,Protests,Peaceful protest,11
AUT,Austria,2020,AUT.8_1,Riots,Violent demonstration,1
AUT,Austria,2020,AUT.9_1,Protests,Peaceful protest,173
AUT,Austria,2020,AUT.9_1,Protests,Protest with intervention,11
AUT,Austria,2020,AUT.9_1,Riots,Mob violence,3
AUT,Austria,2020,AUT.9_1,Riots,Violent demonstration,3
AUT,Austria,2020,AUT.9_1,Violence against civilians,Attack,3
AUT,Austria,2021,AUT.1_1,Protests,Peaceful protest,17
AUT,Austria,2021,AUT.2_1,Protests,Peaceful protest,14
AUT,Austria,2021,AUT.2_1,Protests,Protest with intervention,2
AUT,Austria,2021,AUT.3_1,Protests,Excessive force against protesters,1
AUT,Austria,2021,AUT.3_1,Protests,Peaceful protest,73
AUT,Austria,2021,AUT.3_1,Protests,Protest with intervention,7
AUT,Austria,2021,AUT.3_1,Riots,Violent demonstration,1
AUT,Austria,2021,AUT.4_1,Battles,Armed clash,1
AUT,Austria,2021,AUT.4_1,Protests,Peaceful protest,60
AUT,Austria,2021,AUT.4_1,Protests,Protest with intervention,9
AUT,Austria,2021,AUT.4_1,Riots,Violent demonstration,2
AUT,Austria,2021,AUT.5_1,Protests,Peaceful protest,42
AUT,Austria,2021,AUT.5_1,Protests,Protest with intervention,1
AUT,Austria,2021,AUT.5_1,Riots,Violent demonstration,1
AUT,Austria,2021,AUT.6_1,Protests,Peaceful protest,46
AUT,Austria,2021,AUT.6_1,Protests,Protest with intervention,2
AUT,Austria,2021,AUT.7_1,Protests,Peaceful protest,38
AUT,Austria,2021,AUT.7_1,Protests,Protest with intervention,1
AUT,Austria,2021,AUT.7_1,Riots,Violent demonstration,2
AUT,Austria,2021,AUT.8_1,Protests,Peaceful protest,35
AUT,Austria,2021,AUT.8_1,Riots,Mob violence,1
AUT,Austria,2021,AUT.9_1,Protests,Excessive force against protesters,1
AUT,Austria,2021,AUT.9_1,Protests,Peaceful protest,198
AUT,Austria,2021,AUT.9_1,Protests,Protest with intervention,13
AUT,Austria,2021,AUT.9_1,Riots,Violent demonstration,15
AUT,Austria,2022,AUT.1_1,Protests,Peaceful protest,5
AUT,Austria,2022,AUT.2_1,Protests,Peaceful protest,15
AUT,Austria,2022,AUT.2_1,Protests,Protest with intervention,2
AUT,Austria,2022,AUT.3_1,Protests,Peaceful protest,29
AUT,Austria,2022,AUT.3_1,Protests,Protest with intervention,1
AUT,Austria,2022,AUT.3_1,Riots,Violent demonstration,2
AUT,Austria,2022,AUT.4_1,Protests,Peaceful protest,32
AUT,Austria,2022,AUT.4_1,Protests,Protest with intervention,3
AUT,Austria,2022,AUT.4_1,Riots,Mob violence,2
AUT,Austria,2022,AUT.4_1,Riots,Violent demonstration,1
AUT,Austria,2022,AUT.5_1,Protests,Peaceful protest,20
AUT,Austria,2022,AUT.5_1,Protests,Protest with intervention,1
AUT,Austria,2022,AUT.6_1,Protests,Peaceful protest,31
AUT,Austria,2022,AUT.6_1,Protests,Protest with intervention,2
AUT,Austria,2022,AUT.6_1,Riots,Violent demonstration,2
AUT,Austria,2022,AUT.7_1,Protests,Peaceful protest,21
AUT,Austria,2022,AUT.7_1,Protests,Protest with intervention,3
AUT,Austria,2022,AUT.8_1,Protests,Peaceful protest,18
AUT,Austria,2022,AUT.8_1,Protests,Protest with intervention,3
AUT,Austria,2022,AUT.9_1,Protests,Peaceful protest,103
AUT,Austria,2022,AUT.9_1,Protests,Protest with intervention,8
AUT,Austria,2022,AUT.9_1,Riots,Violent demonstration,7
AUT,Austria,2022,AUT.9_1,Violence against civilians,Attack,2
AUT,Austria,2023,AUT.1_1,Protests,Peaceful protest,6
AUT,Austria,2023,AUT.2_1,Protests,Peaceful protest,15
AUT,Austria,2023,AUT.3_1,Protests,Peaceful protest,32
AUT,Austria,2023,AUT.3_1,Protests,Protest with intervention,2
AUT,Austria,2023,AUT.4_1,Protests,Peaceful protest,38
AUT,Austria,2023,AUT.4_1,Protests,Protest with intervention,6
AUT,Austria,2023,AUT.5_1,Protests,Peaceful protest,21
AUT,Austria,2023,AUT.5_1,Protests,Protest with intervention,1
AUT,Austria,2023,AUT.6_1,Protests,Peaceful protest,23
AUT,Austria,2023,AUT.6_1,Protests,Protest with intervention,6
AUT,Austria,2023,AUT.7_1,Protests,Peaceful protest,45
AUT,Austria,2023,AUT.7_1,Protests,Protest with intervention,8
AUT,Austria,2023,AUT.7_1,Riots,Violent demonstration,1
AUT,Austria,2023,AUT.8_1,Protests,Peaceful protest,17
AUT,Austria,2023,AUT.8_1,Protests,Protest with intervention,5
AUT,Austria,2023,AUT.9_1,Protests,Excessive force against protesters,1
AUT,Austria,2023,AUT.9_1,Protests,Peaceful protest,156
AUT,Austria,2023,AUT.9_1,Protests,Protest with intervention,47
AUT,Austria,2023,AUT.9_1,Riots,Mob violence,2
AUT,Austria,2023,AUT.9_1,Riots,Violent demonstration,4
AUT,Austria,2023,AUT.9_1,Violence against civilians,Attack,1
AUT,Austria,2024,AUT.1_1,Protests,Peaceful protest,4
AUT,Austria,2024,AUT.2_1,Protests,Peaceful protest,13
AUT,Austria,2024,AUT.3_1,Protests,Peaceful protest,18
AUT,Austria,2024,AUT.3_1,Protests,Protest with intervention,2
AUT,Austria,2024,AUT.3_1,Riots,Violent demonstration,1
AUT,Austria,2024,AUT.4_1,Protests,Peaceful protest,29
AUT,Austria,2024,AUT.4_1,Protests,Protest with intervention,2
AUT,Austria,2024,AUT.5_1,Protests,Peaceful protest,19
AUT,Austria,2024,AUT.5_1,Protests,Protest with intervention,1
AUT,Austria,2024,AUT.6_1,Protests,Peaceful protest,21
AUT,Austria,2024,AUT.6_1,Protests,Protest with intervention,1
AUT,Austria,2024,AUT.7_1,Protests,Peaceful protest,28
AUT,Austria,2024,AUT.7_1,Protests,Protest with intervention,1
AUT,Austria,2024,AUT.8_1,Protests,Peaceful protest,13
AUT,Austria,2024,AUT.8_1,Protests,Protest with intervention,2
AUT,Austria,2024,AUT.9_1,Protests,Peaceful protest,123
AUT,Austria,2024,AUT.9_1,Protests,Protest with intervention,9
AUT,Austria,2024,AUT.9_1,Riots,Mob violence,2
AUT,Austria,2024,AUT.9_1,Riots,Violent demonstration,3
AUT,Austria,2025,AUT.2_1,Protests,Peaceful protest,9
AUT,Austria,2025,AUT.2_1,Violence against civilians,Attack,1
AUT,Austria,2025,AUT.3_1,Protests,Peaceful protest,14
AUT,Austria,2025,AUT.4_1,Protests,Peaceful protest,12
AUT,Austria,2025,AUT.4_1,Protests,Protest with intervention,2
AUT,Austria,2025,AUT.5_1,Protests,Peaceful protest,11
AUT,Austria,2025,AUT.5_1,Protests,Protest with intervention,1
AUT,Austria,2025,AUT.6_1,Protests,Peaceful protest,14
AUT,Austria,2025,AUT.7_1,Protests,Peaceful protest,12
AUT,Austria,2025,AUT.7_1,Protests,Protest with intervention,3
AUT,Austria,2025,AUT.8_1,Protests,Peaceful protest,8
AUT,Austria,2025,AUT.9_1,Protests,Peaceful protest,41
AUT,Austria,2025,AUT.9_1,Protests,Protest with intervention,7
AZE,Azerbaijan,2017,AZE.10_1,Battles,Armed clash,97
AZE,Azerbaijan,2017,AZE.10_1,Explosions/Remote violence,Remote explosive/landmine/IED,1
AZE,Azerbaijan,2017,AZE.2_1,Battles,Armed clash,5
AZE,Azerbaijan,2017,AZE.4_1,Battles,Armed clash,44
AZE,Azerbaijan,2017,AZE.4_1,Violence against civilians,Abduction/forced disappearance,1
AZE,Azerbaijan,2018,AZE.10_1,Battles,Armed clash,5615
AZE,Azerbaijan,2018,AZE.10_1,Explosions/Remote violence,Remote explosive/landmine/IED,6
AZE,Azerbaijan,2018,AZE.10_1,Explosions/Remote violence,Shelling/artillery/missile attack,1
AZE,Azerbaijan,2018,AZE.10_1,Protests,Peaceful protest,16
AZE,Azerbaijan,2018,AZE.10_1,Protests,Protest with intervention,1
AZE,Azerbaijan,2018,AZE.10_1,Violence against civilians,Attack,3
AZE,Azerbaijan,2018,AZE.1_1,Battles,Armed clash,1
AZE,Azerbaijan,2018,AZE.1_1,Protests,Peaceful protest,29
AZE,Azerbaijan,2018,AZE.1_1,Protests,Protest with intervention,12
AZE,Azerbaijan,2018,AZE.1_1,Violence against civilians,Abduction/forced disappearance,1
AZE,Azerbaijan,2018,AZE.1_1,Violence against civilians,Attack,2
AZE,Azerbaijan,2018,AZE.2_1,Battles,Armed clash,348
AZE,Azerbaijan,2018,AZE.2_1,Violence against civilians,Attack,1
AZE,Azerbaijan,2018,AZE.4_1,Battles,Armed clash,2271
AZE,Azerbaijan,2018,AZE.4_1,Explosions/Remote violence,Remote explosive/landmine/IED,1
AZE,Azerbaijan,2018,AZE.4_1,Protests,Peaceful protest,1
AZE,Azerbaijan,2018,AZE.4_1,Riots,Violent demonstration,1
AZE,Azerbaijan,2018,AZE.4_1,Violence against civilians,Attack,2
AZE,Azerbaijan,2018,AZE.5_1,Battles,Armed clash,17
AZE,Azerbaijan,2018,AZE.5_1,Explosions/Remote violence,Remote explosive/landmine/IED,1
AZE,Azerbaijan,2018,AZE.6_1,Battles,Armed clash,2
AZE,Azerbaijan,2018,AZE.6_1,Violence against civilians,Attack,1
AZE,Azerbaijan,2018,AZE.7_1,Battles,Armed clash,6
AZE,Azerbaijan,2018,AZE.7_1,Protests,Peaceful protest,1
AZE,Azerbaijan,2018,AZE.8_1,Battles,Armed clash,3
AZE,Azerbaijan,2018,AZE.8_1,Protests,Peaceful protest,2
AZE,Azerbaijan,2018,AZE.9_1,Riots,Violent demonstration,1
AZE,Azerbaijan,2019,AZE.10_1,Battles,Armed clash,2654
AZE,Azerbaijan,2019,AZE.10_1,Explosions/Remote violence,Remote explosive/landmine/IED,3
AZE,Azerbaijan,2019,AZE.10_1,Explosions/Remote violence,Shelling/artillery/missile attack,2
AZE,Azerbaijan,2019,AZE.10_1,Protests,Peaceful protest,4
AZE,Azerbaijan,2019,AZE.10_1,Protests,Protest with intervention,1
AZE,Azerbaijan,2019,AZE.10_1,Violence against civilians,Attack,1
AZE,Azerbaijan,2019,AZE.1_1,Protests,Peaceful protest,26
AZE,Azerbaijan,2019,AZE.1_1,Protests,Protest with intervention,22
AZE,Azerbaijan,2019,AZE.1_1,Violence against civilians,Attack,3
AZE,Azerbaijan,2019,AZE.2_1,Battles,Armed clash,243
AZE,Azerbaijan,2019,AZE.2_1,Protests,Peaceful protest,2
AZE,Azerbaijan,2019,AZE.4_1,Battles,Armed clash,1436
AZE,Azerbaijan,2019,AZE.4_1,Explosions/Remote violence,Shelling/artillery/missile attack,1
AZE,Azerbaijan,2019,AZE.4_1,Protests,Peaceful protest,1
AZE,Azerbaijan,2019,AZE.4_1,Protests,Protest with intervention,2
AZE,Azerbaijan,2019,AZE.4_1,Violence against civilians,Attack,3
AZE,Azerbaijan,2019,AZE.5_1,Battles,Armed clash,10
AZE,Azerbaijan,2019,AZE.5_1,Explosions/Remote violence,Shelling/artillery/missile attack,1
AZE,Azerbaijan,2019,AZE.6_1,Battles,Armed clash,1
AZE,Azerbaijan,2019,AZE.7_1,Battles,Armed clash,1
AZE,Azerbaijan,2020,AZE.10_1,Battles,Armed clash,2164
AZE,Azerbaijan,2020,AZE.10_1,Battles,Government regains territory,155
AZE,Azerbaijan,2020,AZE.10_1,Explosions/Remote violence,Air/drone strike,20
AZE,Azerbaijan,2020,AZE.10_1,Explosions/Remote violence,Remote explosive/landmine/IED,8
AZE,Azerbaijan,2020,AZE.10_1,Explosions/Remote violence,Shelling/artillery/missile attack,249
AZE,Azerbaijan,2020,AZE.10_1,Protests,Peaceful protest,5
AZE,Azerbaijan,2020,AZE.10_1,Protests,Protest with intervention,2
AZE,Azerbaijan,2020,AZE.10_1,Violence against civilians,Abduction/forced disappearance,1
AZE,Azerbaijan,2020,AZE.10_1,Violence against civilians,Attack,3
AZE,Azerbaijan,2020,AZE.1_1,Explosions/Remote violence,Shelling/artillery/missile attack,2
AZE,Azerbaijan,2020,AZE.1_1,Protests,Excessive force against protesters,1
AZE,Azerbaijan,2020,AZE.1_1,Protests,Peaceful protest,29
AZE,Azerbaijan,2020,AZE.1_1,Protests,Protest with intervention,19
AZE,Azerbaijan,2020,AZE.1_1,Riots,Mob violence,1
AZE,Azerbaijan,2020,AZE.1_1,Riots,Violent demonstration,2
AZE,Azerbaijan,2020,AZE.1_1,Violence against civilians,Attack,7
AZE,Azerbaijan,2020,AZE.2_1,Battles,Armed clash,170
AZE,Azerbaijan,2020,AZE.2_1,Explosions/Remote violence,Shelling/artillery/missile attack,52
AZE,Azerbaijan,2020,AZE.2_1,Protests,Peaceful protest,5
AZE,Azerbaijan,2020,AZE.2_1,Protests,Protest with intervention,3
AZE,Azerbaijan,2020,AZE.2_1,Riots,Violent demonstration,3
AZE,Azerbaijan,2020,AZE.4_1,Battles,Armed clash,990
AZE,Azerbaijan,2020,AZE.4_1,Explosions/Remote violence,Shelling/artillery/missile attack,54
AZE,Azerbaijan,2020,AZE.4_1,Protests,Peaceful protest,1
AZE,Azerbaijan,2020,AZE.4_1,Protests,Protest with intervention,2
AZE,Azerbaijan,2020,AZE.5_1,Battles,Armed clash,31
AZE,Azerbaijan,2020,AZE.5_1,Battles,Government regains territory,92
AZE,Azerbaijan,2020,AZE.5_1,Explosions/Remote violence,Air/drone strike,1
AZE,Azerbaijan,2020,AZE.5_1,Explosions/Remote violence,Shelling/artillery/missile attack,18
AZE,Azerbaijan,2020,AZE.5_1,Riots,Mob violence,1
AZE,Azerbaijan,2020,AZE.7_1,Battles,Armed clash,5
AZE,Azerbaijan,2020,AZE.7_1,Explosions/Remote violence,Shelling/artillery/missile attack,1
AZE,Azerbaijan,2020,AZE.7_1,Protests,Peaceful protest,1
AZE,Azerbaijan,2020,AZE.8_1,Explosions/Remote violence,Shelling/artillery/missile attack,1
AZE,Azerbaijan,2020,AZE.8_1,Protests,Peaceful protest,3
AZE,Azerbaijan,2020,AZE.8_1,Protests,Protest with intervention,1
AZE,Azerbaijan,2020,AZE.9_1,Explosions/Remote violence,Shelling/artillery/missile attack,1
AZE,Azerbaijan,2021,AZE.10_1,Battles,Armed clash,50
AZE,Azerbaijan,2021,AZE.10_1,Explosions/Remote violence,Air/drone strike,2
AZE,Azerbaijan,2021,AZE.10_1,Explosions/Remote violence,Remote explosive/landmine/IED,40
AZE,Azerbaijan,2021,AZE.10_1,Protests,Peaceful protest,13
AZE,Azerbaijan,2021,AZE.10_1,Violence against civilians,Attack,11
AZE,Azerbaijan,2021,AZE.1_1,Battles,Armed clash,1
AZE,Azerbaijan,2021,AZE.1_1,Protests,Excessive force against protesters,1
AZE,Azerbaijan,2021,AZE.1_1,Protests,Peaceful protest,56
AZE,Azerbaijan,2021,AZE.1_1,Protests,Protest with intervention,35
AZE,Azerbaijan,2021,AZE.1_1,Riots,Violent demonstration,2
AZE,Azerbaijan,2021,AZE.2_1,Protests,Excessive force against protesters,1
AZE,Azerbaijan,2021,AZE.2_1,Protests,Peaceful protest,3
AZE,Azerbaijan,2021,AZE.4_1,Battles,Armed clash,31
AZE,Azerbaijan,2021,AZE.4_1,Explosions/Remote violence,Remote explosive/landmine/IED,4
AZE,Azerbaijan,2021,AZE.4_1,Protests,Peaceful protest,2
AZE,Azerbaijan,2021,AZE.5_1,Battles,Armed clash,43
AZE,Azerbaijan,2021,AZE.5_1,Explosions/Remote violence,Remote explosive/landmine/IED,10
AZE,Azerbaijan,2021,AZE.5_1,Protests,Peaceful protest,1
AZE,Azerbaijan,2021,AZE.6_1,Protests,Peaceful protest,1
AZE,Azerbaijan,2021,AZE.6_1,Protests,Protest with intervention,1
AZE,Azerbaijan,2021,AZE.7_1,Battles,Armed clash,14
AZE,Azerbaijan,2021,AZE.8_1,Protests,Peaceful protest,1
AZE,Azerbaijan,2022,AZE.10_1,Battles,Armed clash,106
AZE,Azerbaijan,2022,AZE.10_1,Battles,Government regains territory,1
AZE,Azerbaijan,2022,AZE.10_1,Explosions/Remote violence,Air/drone strike,2
AZE,Azerbaijan,2022,AZE.10_1,Explosions/Remote violence,Remote explosive/landmine/IED,25
AZE,Azerbaijan,2022,AZE.10_1,Explosions/Remote violence,Shelling/artillery/missile attack,7
AZE,Azerbaijan,2022,AZE.10_1,Protests,Peaceful protest,66
AZE,Azerbaijan,2022,AZE.10_1,Riots,Mob violence,1
AZE,Azerbaijan,2022,AZE.10_1,Violence against civilians,Attack,14
AZE,Azerbaijan,2022,AZE.1_1,Protests,Peaceful protest,41
AZE,Azerbaijan,2022,AZE.1_1,Protests,Protest with intervention,15
AZE,Azerbaijan,2022,AZE.1_1,Violence against civilians,Attack,1
AZE,Azerbaijan,2022,AZE.2_1,Explosions/Remote violence,Remote explosive/landmine/IED,1
AZE,Azerbaijan,2022,AZE.2_1,Protests,Peaceful protest,1
AZE,Azerbaijan,2022,AZE.4_1,Battles,Armed clash,54
AZE,Azerbaijan,2022,AZE.4_1,Explosions/Remote violence,Remote explosive/landmine/IED,1
AZE,Azerbaijan,2022,AZE.4_1,Explosions/Remote violence,Shelling/artillery/missile attack,1
AZE,Azerbaijan,2022,AZE.5_1,Battles,Armed clash,151
AZE,Azerbaijan,2022,AZE.5_1,Explosions/Remote violence,Air/drone strike,3
AZE,Azerbaijan,2022,AZE.5_1,Explosions/Remote violence,Remote explosive/landmine/IED,10
AZE,Azerbaijan,2022,AZE.5_1,Explosions/Remote violence,Shelling/artillery/missile attack,7
AZE,Azerbaijan,2022,AZE.5_1,Protests,Peaceful protest,3
AZE,Azerbaijan,2022,AZE.5_1,Violence against civilians,Attack,1
AZE,Azerbaijan,2022,AZE.7_1,Battles,Armed clash,1
AZE,Azerbaijan,2022,AZE.7_1,Protests,Peaceful protest,2
AZE,Azerbaijan,2023,AZE.10_1,Battles,Armed clash,252
AZE,Azerbaijan,2023,AZE.10_1,Battles,Government regains territory,14
AZE,Azerbaijan,2023,AZE.10_1,Explosions/Remote violence,Air/drone strike,6
AZE,Azerbaijan,2023,AZE.10_1,Explosions/Remote violence,Remote explosive/landmine/IED,28
AZE,Azerbaijan,2023,AZE.10_1,Explosions/Remote violence,Shelling/artillery/missile attack,27
AZE,Azerbaijan,2023,AZE.10_1,Protests,Peaceful protest,147
AZE,Azerbaijan,2023,AZE.10_1,Riots,Violent demonstration,1
AZE,Azerbaijan,2023,AZE.10_1,Violence against civilians,Attack,50
AZE,Azerbaijan,2023,AZE.1_1,Battles,Armed clash,1
AZE,Azerbaijan,2023,AZE.1_1,Explosions/Remote violence,Remote explosive/landmine/IED,1
AZE,Azerbaijan,2023,AZE.1_1,Protests,Peaceful protest,22
AZE,Azerbaijan,2023,AZE.1_1,Protests,Protest with intervention,4
AZE,Azerbaijan,2023,AZE.2_1,Protests,Peaceful protest,1
AZE,Azerbaijan,2023,AZE.2_1,Protests,Protest with intervention,1
AZE,Azerbaijan,2023,AZE.4_1,Battles,Armed clash,35
AZE,Azerbaijan,2023,AZE.4_1,Protests,Peaceful protest,1
AZE,Azerbaijan,2023,AZE.4_1,Protests,Protest with intervention,1
AZE,Azerbaijan,2023,AZE.5_1,Battles,Armed clash,97
AZE,Azerbaijan,2023,AZE.5_1,Battles,Government regains territory,10
AZE,Azerbaijan,2023,AZE.5_1,Explosions/Remote violence,Air/drone strike,1
AZE,Azerbaijan,2023,AZE.5_1,Explosions/Remote violence,Remote explosive/landmine/IED,6
AZE,Azerbaijan,2023,AZE.5_1,Explosions/Remote violence,Shelling/artillery/missile attack,5
AZE,Azerbaijan,2023,AZE.5_1,Violence against civilians,Attack,4
AZE,Azerbaijan,2023,AZE.7_1,Battles,Armed clash,27
AZE,Azerbaijan,2023,AZE.7_1,Protests,Peaceful protest,1
AZE,Azerbaijan,2023,AZE.9_1,Explosions/Remote violence,Grenade,1
AZE,Azerbaijan,2023,AZE.9_1,Protests,Peaceful protest,1
AZE,Azerbaijan,2024,AZE.10_1,Explosions/Remote violence,Remote explosive/landmine/IED,15
AZE,Azerbaijan,2024,AZE.1_1,Protests,Peaceful protest,14
AZE,Azerbaijan,2024,AZE.1_1,Protests,Protest with intervention,1
AZE,Azerbaijan,2024,AZE.2_1,Protests,Peaceful protest,1
AZE,Azerbaijan,2024,AZE.4_1,Battles,Armed clash,12
AZE,Azerbaijan,2024,AZE.4_1,Explosions/Remote violence,Remote explosive/landmine/IED,4
AZE,Azerbaijan,2024,AZE.5_1,Battles,Armed clash,18
AZE,Azerbaijan,2024,AZE.5_1,Explosions/Remote violence,Remote explosive/landmine/IED,3
AZE,Azerbaijan,2024,AZE.7_1,Battles,Armed clash,22
AZE,Azerbaijan,2024,AZE.7_1,Explosions/Remote violence,Remote explosive/landmine/IED,2
AZE,Azerbaijan,2024,AZE.7_1,Protests,Peaceful protest,1
AZE,Azerbaijan,2025,AZE.10_1,Explosions/Remote violence,Remote explosive/landmine/IED,11
AZE,Azerbaijan,2025,AZE.1_1,Protests,Peaceful protest,3
AZE,Azerbaijan,2025,AZE.1_1,Protests,Protest with intervention,1
AZE,Azerbaijan,2025,AZE.2_1,Explosions/Remote violence,Remote explosive/landmine/IED,1
AZE,Azerbaijan,2025,AZE.2_1,Protests,Peaceful protest,1
