ISO,COUNTRY,YEAR,GID_1,EVENT_TYPE,SUB_EVENT_TYPE,EVENTS
ESP,Spain,2023,ESP.12_1,Protests,Excessive force against protesters,1
ESP,Spain,2023,ESP.12_1,Protests,Peaceful protest,474
ESP,Spain,2023,ESP.12_1,Riots,Violent demonstration,6
ESP,Spain,2023,ESP.13_1,Protests,Peaceful protest,122
ESP,Spain,2023,ESP.13_1,Protests,Protest with intervention,1
ESP,Spain,2023,ESP.14_1,Protests,Peaceful protest,88
ESP,Spain,2023,ESP.15_1,Protests,Peaceful protest,50
ESP,Spain,2023,ESP.15_1,Protests,Protest with intervention,1
ESP,Spain,2023,ESP.16_1,Protests,Peaceful protest,275
ESP,Spain,2023,ESP.16_1,Protests,Protest with intervention,3
ESP,Spain,2023,ESP.16_1,Riots,Violent demonstration,1
ESP,Spain,2023,ESP.17_1,Protests,Peaceful protest,118
ESP,Spain,2023,ESP.17_1,Riots,Violent demonstration,1
ESP,Spain,2023,ESP.18_1,Protests,Peaceful protest,104
ESP,Spain,2023,ESP.18_1,Protests,Protest with intervention,1
ESP,Spain,2023,ESP.1_1,Protests,Peaceful protest,553
ESP,Spain,2023,ESP.1_1,Protests,Protest with intervention,1
ESP,Spain,2023,ESP.1_1,Riots,Violent demonstration,2
ESP,Spain,2023,ESP.1_1,Violence against civilians,Attack,1
ESP,Spain,2023,ESP.2_1,Protests,Peaceful protest,110
ESP,Spain,2023,ESP.3_1,Protests,Peaceful protest,81
ESP,Spain,2023,ESP.4_1,Protests,Peaceful protest,75
ESP,Spain,2023,ESP.4_1,Protests,Protest with intervention,1
ESP,Spain,2023,ESP.4_1,Riots,Mob violence,1
ESP,Spain,2023,ESP.5_1,Protests,Peaceful protest,239
ESP,Spain,2023,ESP.5_1,Riots,Violent demonstration,1
ESP,Spain,2023,ESP.6_1,Protests,Excessive force against protesters,2
ESP,Spain,2023,ESP.6_1,Protests,Peaceful protest,292
ESP,Spain,2023,ESP.6_1,Protests,Protest with intervention,2
ESP,Spain,2023,ESP.6_1,Riots,Mob violence,2
ESP,Spain,2023,ESP.6_1,Riots,Violent demonstration,6
ESP,Spain,2023,ESP.7_1,Protests,Peaceful protest,29
ESP,Spain,2023,ESP.8_1,Protests,Peaceful protest,241
ESP,Spain,2023,ESP.8_1,Protests,Protest with intervention,14
ESP,Spain,2023,ESP.8_1,Riots,Violent demonstration,7
ESP,Spain,2023,ESP.8_1,Violence against civilians,Attack,1
ESP,Spain,2023,ESP.9_1,Protests,Peaceful protest,38
ESP,Spain,2024,ESP.10_1,Protests,Peaceful protest,315
ESP,Spain,2024,ESP.10_1,Protests,Protest with intervention,2
ESP,Spain,2024,ESP.10_1,Riots,Mob violence,2
ESP,Spain,2024,ESP.10_1,Riots,Violent demonstration,4
ESP,Spain,2024,ESP.10_1,Violence against civilians,Attack,2
ESP,Spain,2024,ESP.11_1,Protests,Peaceful protest,104
ESP,Spain,2024,ESP.11_1,Protests,Protest with intervention,1
ESP,Spain,2024,ESP.11_1,Riots,Violent demonstration,1
ESP,Spain,2024,ESP.12_1,Protests,Peaceful protest,463
ESP,Spain,2024,ESP.12_1,Protests,Protest with intervention,1
ESP,Spain,2024,ESP.12_1,Riots,Violent demonstration,4
ESP,Spain,2024,ESP.13_1,Protests,Peaceful protest,119
ESP,Spain,2024,ESP.13_1,Protests,Protest with intervention,4
ESP,Spain,2024,ESP.14_1,Protests,Peaceful protest,149
ESP,Spain,2024,ESP.15_1,Protests,Peaceful protest,61
ESP,Spain,2024,ESP.15_1,Riots,Violent demonstration,1
ESP,Spain,2024,ESP.16_1,Protests,Peaceful protest,236
ESP,Spain,2024,ESP.16_1,Protests,Protest with intervention,4
ESP,Spain,2024,ESP.16_1,Riots,Violent demonstration,5
ESP,Spain,2024,ESP.17_1,Protests,Peaceful protest,96
ESP,Spain,2024,ESP.17_1,Riots,Mob violence,1
ESP,Spain,2024,ESP.17_1,Riots,Violent demonstration,1
ESP,Spain,2024,ESP.18_1,Protests,Peaceful protest,120
ESP,Spain,2024,ESP.18_1,Protests,Protest with intervention,1
ESP,Spain,2024,ESP.18_1,Riots,Violent demonstration,1
ESP,Spain,2024,ESP.1_1,Protests,Peaceful protest,617
ESP,Spain,2024,ESP.1_1,Protests,Protest with intervention,6
ESP,Spain,2024,ESP.1_1,Riots,Violent demonstration,8
ESP,Spain,2024,ESP.2_1,Protests,Peaceful protest,247
ESP,Spain,2024,ESP.2_1,Riots,Mob violence,1
ESP,Spain,2024,ESP.2_1,Riots,Violent demonstration,1
ESP,Spain,2024,ESP.3_1,Protests,Peaceful protest,57
ESP,Spain,2024,ESP.3_1,Riots,Violent demonstration,1
ESP,Spain,2024,ESP.4_1,Protests,Peaceful protest,97
ESP,Spain,2024,ESP.4_1,Riots,Violent demonstration,1
ESP,Spain,2024,ESP.5_1,Protests,Peaceful protest,349
ESP,Spain,2024,ESP.5_1,Protests,Protest with intervention,6
ESP,Spain,2024,ESP.5_1,Riots,Violent demonstration,12
ESP,Spain,2024,ESP.6_1,Protests,Peaceful protest,436
ESP,Spain,2024,ESP.6_1,Protests,Protest with intervention,5
ESP,Spain,2024,ESP.6_1,Riots,Violent demonstration,9
ESP,Spain,2024,ESP.7_1,Protests,Peaceful protest,22
ESP,Spain,2024,ESP.8_1,Protests,Peaceful protest,240
ESP,Spain,2024,ESP.8_1,Protests,Protest with intervention,4
ESP,Spain,2024,ESP.8_1,Riots,Mob violence,1
ESP,Spain,2024,ESP.8_1,Riots,Violent demonstration,2
ESP,Spain,2024,ESP.8_1,Violence against civilians,Attack,1
ESP,Spain,2024,ESP.9_1,Protests,Peaceful protest,85
ESP,Spain,2024,ESP.9_1,Protests,Protest with intervention,1
ESP,Spain,2024,ESP.9_1,Riots,Violent demonstration,1
ESP,Spain,2025,ESP.10_1,Protests,Peaceful protest,271
ESP,Spain,2025,ESP.10_1,Protests,Protest with intervention,1
ESP,Spain,2025,ESP.10_1,Riots,Mob violence,1
ESP,Spain,2025,ESP.10_1,Violence against civilians,Attack,1
ESP,Spain,2025,ESP.11_1,Protests,Peaceful protest,123
ESP,Spain,2025,ESP.12_1,Protests,Excessive force against protesters,1
ESP,Spain,2025,ESP.12_1,Protests,Peaceful protest,376
ESP,Spain,2025,ESP.12_1,Protests,Protest with intervention,4
ESP,Spain,2025,ESP.12_1,Riots,Mob violence,1
ESP,Spain,2025,ESP.13_1,Protests,Peaceful protest,201
ESP,Spain,2025,ESP.13_1,Protests,Protest with intervention,2
ESP,Spain,2025,ESP.13_1,Riots,Violent demonstration,2
ESP,Spain,2025,ESP.14_1,Protests,Peaceful protest,167
ESP,Spain,2025,ESP.15_1,Protests,Peaceful protest,56
ESP,Spain,2025,ESP.15_1,Riots,Mob violence,1
ESP,Spain,2025,ESP.16_1,Protests,Peaceful protest,218
ESP,Spain,2025,ESP.16_1,Protests,Protest with intervention,2
ESP,Spain,2025,ESP.16_1,Riots,Mob violence,4
ESP,Spain,2025,ESP.16_1,Riots,Violent demonstration,7
ESP,Spain,2025,ESP.17_1,Protests,Peaceful protest,115
ESP,Spain,2025,ESP.17_1,Protests,Protest with intervention,1
ESP,Spain,2025,ESP.17_1,Riots,Violent demonstration,1
ESP,Spain,2025,ESP.18_1,Protests,Peaceful protest,113
ESP,Spain,2025,ESP.18_1,Riots,Mob violence,4
ESP,Spain,2025,ESP.18_1,Riots,Violent demonstration,4
ESP,Spain,2025,ESP.1_1,Protests,Peaceful protest,396
ESP,Spain,2025,ESP.1_1,Protests,Protest with intervention,3
ESP,Spain,2025,ESP.1_1,Riots,Mob violence,2
ESP,Spain,2025,ESP.1_1,Riots,Violent demonstration,5
ESP,Spain,2025,ESP.1_1,Violence against civilians,Attack,1
ESP,Spain,2025,ESP.2_1,Protests,Peaceful protest,111
ESP,Spain,2025,ESP.2_1,Protests,Protest with intervention,1
ESP,Spain,2025,ESP.3_1,Protests,Peaceful protest,84
ESP,Spain,2025,ESP.3_1,Riots,Violent demonstration,2
ESP,Spain,2025,ESP.4_1,Protests,Peaceful protest,106
ESP,Spain,2025,ESP.4_1,Violence against civilians,Attack,1
ESP,Spain,2025,ESP.5_1,Protests,Peaceful protest,246
ESP,Spain,2025,ESP.5_1,Protests,Protest with intervention,1
ESP,Spain,2025,ESP.5_1,Violence against civilians,Attack,1
ESP,Spain,2025,ESP.6_1,Protests,Peaceful protest,315
ESP,Spain,2025,ESP.6_1,Protests,Protest with intervention,4
ESP,Spain,2025,ESP.6_1,Riots,Mob violence,4
ESP,Spain,2025,ESP.6_1,Riots,Violent demonstration,15
ESP,Spain,2025,ESP.6_1,Violence against civilians,Attack,2
ESP,Spain,2025,ESP.7_1,Protests,Peaceful protest,40
ESP,Spain,2025,ESP.8_1,Protests,Peaceful protest,215
ESP,Spain,2025,ESP.8_1,Protests,Protest with intervention,9
ESP,Spain,2025,ESP.8_1,Riots,Mob violence,1
ESP,Spain,2025,ESP.8_1,Riots,Violent demonstration,3
ESP,Spain,2025,ESP.8_1,Violence against civilians,Attack,2
ESP,Spain,2025,ESP.9_1,Protests,Peaceful protest,54
EST,Estonia,2019,EST.1_1,Protests,Peaceful protest,1
EST,Estonia,2020,EST.12_1,Protests,Peaceful protest,3
EST,Estonia,2020,EST.13_1,Protests,Peaceful protest,35
EST,Estonia,2020,EST.14_1,Protests,Peaceful protest,2
EST,Estonia,2020,EST.15_1,Protests,Peaceful protest,2
EST,Estonia,2020,EST.16_1,Protests,Peaceful protest,3
EST,Estonia,2020,EST.1_1,Protests,Peaceful protest,83
EST,Estonia,2020,EST.1_1,Protests,Protest with intervention,1
EST,Estonia,2020,EST.2_1,Protests,Peaceful protest,1
EST,Estonia,2020,EST.3_1,Protests,Peaceful protest,2
EST,Estonia,2020,EST.4_1,Protests,Peaceful protest,1
EST,Estonia,2020,EST.5_1,Protests,Peaceful protest,1
EST,Estonia,2020,EST.6_1,Protests,Peaceful protest,2
EST,Estonia,2020,EST.7_1,Protests,Peaceful protest,2
EST,Estonia,2020,EST.8_1,Protests,Peaceful protest,4
EST,Estonia,2021,EST.13_1,Protests,Peaceful protest,29
EST,Estonia,2021,EST.13_1,Riots,Violent demonstration,1
EST,Estonia,2021,EST.15_1,Protests,Peaceful protest,1
EST,Estonia,2021,EST.1_1,Protests,Peaceful protest,76
EST,Estonia,2021,EST.1_1,Protests,Protest with intervention,1
EST,Estonia,2021,EST.3_1,Protests,Peaceful protest,2
EST,Estonia,2021,EST.6_1,Protests,Peaceful protest,1
EST,Estonia,2021,EST.7_1,Violence against civilians,Attack,1
EST,Estonia,2021,EST.8_1,Protests,Peaceful protest,1
EST,Estonia,2022,EST.13_1,Protests,Peaceful protest,13
EST,Estonia,2022,EST.1_1,Protests,Peaceful protest,58
EST,Estonia,2022,EST.3_1,Protests,Peaceful protest,2
EST,Estonia,2022,EST.5_1,Protests,Peaceful protest,1
EST,Estonia,2023,EST.13_1,Protests,Peaceful protest,1
EST,Estonia,2023,EST.16_1,Protests,Peaceful protest,1
EST,Estonia,2023,EST.1_1,Protests,Peaceful protest,23
EST,Estonia,2023,EST.1_1,Protests,Protest with intervention,1
EST,Estonia,2024,EST.11_1,Protests,Peaceful protest,1
EST,Estonia,2024,EST.13_1,Protests,Peaceful protest,3
EST,Estonia,2024,EST.16_1,Protests,Peaceful protest,1
EST,Estonia,2024,EST.1_1,Protests,Peaceful protest,18
EST,Estonia,2024,EST.3_1,Protests,Peaceful protest,2
EST,Estonia,2024,EST.6_1,Protests,Peaceful protest,1
EST,Estonia,2025,EST.13_1,Protests,Peaceful protest,1
EST,Estonia,2025,EST.15_1,Protests,Peaceful protest,4
EST,Estonia,2025,EST.1_1,Protests,Peaceful protest,13
EST,Estonia,2025,EST.3_1,Protests,Peaceful protest,1
FIN,Finland,2020,FIN.1_1,Protests,Peaceful protest,10
FIN,Finland,2020,FIN.2_1,Explosions/Remote violence,Remote explosive/landmine/IED,2
FIN,Finland,2020,FIN.2_1,Protests,Peaceful protest,5
FIN,Finland,2020,FIN.3_1,Protests,Peaceful protest,20
FIN,Finland,2020,FIN.3_1,Protests,Protest with intervention,1
FIN,Finland,2020,FIN.4_1,Protests,Peaceful protest,109
FIN,Finland,2020,FIN.4_1,Protests,Protest with intervention,5
FIN,Finland,2020,FIN.4_1,Riots,Mob violence,1
FIN,Finland,2020,FIN.4_1,Riots,Violent demonstration,1
FIN,Finland,2020,FIN.4_1,Violence against civilians,Attack,1
FIN,Finland,2020,FIN.5_1,Protests,Peaceful protest,66
FIN,Finland,2020,FIN.5_1,Protests,Protest with intervention,1
FIN,Finland,2020,FIN.5_1,Riots,Mob violence,3
FIN,Finland,2020,FIN.5_1,Riots,Violent demonstration,1
FIN,Finland,2020,FIN.5_1,Violence against civilians,Attack,2
FIN,Finland,2021,FIN.1_1,Protests,Peaceful protest,15
FIN,Finland,2021,FIN.1_1,Protests,Protest with intervention,1
FIN,Finland,2021,FIN.2_1,Protests,Peaceful protest,3
FIN,Finland,2021,FIN.3_1,Protests,Peaceful protest,20
FIN,Finland,2021,FIN.3_1,Riots,Mob violence,1
FIN,Finland,2021,FIN.4_1,Protests,Peaceful protest,148
FIN,Finland,2021,FIN.4_1,Protests,Protest with intervention,20
FIN,Finland,2021,FIN.4_1,Riots,Mob violence,1
FIN,Finland,2021,FIN.4_1,Riots,Violent demonstration,3
FIN,Finland,2021,FIN.5_1,Protests,Peaceful protest,49
FIN,Finland,2021,FIN.5_1,Protests,Protest with intervention,2
FIN,Finland,2021,FIN.5_1,Violence against civilians,Attack,1
FIN,Finland,2022,FIN.1_1,Explosions/Remote violence,Remote explosive/landmine/IED,1
FIN,Finland,2022,FIN.1_1,Protests,Peaceful protest,16
FIN,Finland,2022,FIN.2_1,Protests,Peaceful protest,7
FIN,Finland,2022,FIN.3_1,Protests,Peaceful protest,25
FIN,Finland,2022,FIN.4_1,Protests,Peaceful protest,195
FIN,Finland,2022,FIN.4_1,Protests,Protest with intervention,12
FIN,Finland,2022,FIN.4_1,Riots,Violent demonstration,2
FIN,Finland,2022,FIN.5_1,Explosions/Remote violence,Remote explosive/landmine/IED,1
FIN,Finland,2022,FIN.5_1,Protests,Peaceful protest,89
FIN,Finland,2022,FIN.5_1,Protests,Protest with intervention,3
FIN,Finland,2023,FIN.1_1,Protests,Peaceful protest,14
FIN,Finland,2023,FIN.2_1,Protests,Peaceful protest,19
FIN,Finland,2023,FIN.2_1,Protests,Protest with intervention,7
FIN,Finland,2023,FIN.3_1,Protests,Peaceful protest,15
FIN,Finland,2023,FIN.4_1,Protests,Peaceful protest,158
FIN,Finland,2023,FIN.4_1,Protests,Protest with intervention,12
FIN,Finland,2023,FIN.5_1,Protests,Peaceful protest,70
FIN,Finland,2023,FIN.5_1,Protests,Protest with intervention,1
FIN,Finland,2023,FIN.5_1,Riots,Mob violence,1
FIN,Finland,2024,FIN.1_1,Protests,Peaceful protest,35
FIN,Finland,2024,FIN.2_1,Protests,Peaceful protest,27
FIN,Finland,2024,FIN.2_1,Protests,Protest with intervention,1
FIN,Finland,2024,FIN.3_1,Protests,Peaceful protest,28
FIN,Finland,2024,FIN.3_1,Violence against civilians,Attack,2
FIN,Finland,2024,FIN.4_1,Protests,Peaceful protest,182
FIN,Finland,2024,FIN.4_1,Protests,Protest with intervention,10
FIN,Finland,2024,FIN.5_1,Protests,Peaceful protest,115
FIN,Finland,2024,FIN.5_1,Protests,Protest with intervention,2
FIN,Finland,2024,FIN.5_1,Riots,Mob violence,1
FIN,Finland,2025,FIN.1_1,Protests,Peaceful protest,12
FIN,Finland,2025,FIN.2_1,Protests,Peaceful protest,3
FIN,Finland,2025,FIN.3_1,Protests,Peaceful protest,18
FIN,Finland,2025,FIN.4_1,Protests,Peaceful protest,104
FIN,Finland,2025,FIN.4_1,Protests,Protest with intervention,7
FIN,Finland,2025,FIN.5_1,Protests,Peaceful protest,33
FIN,Finland,2025,FIN.5_1,Protests,Protest with intervention,4
FRA,France,2019,FRA.10_1,Protests,Peaceful protest,1
FRA,France,2019,FRA.11_1,Protests,Peaceful protest,6
FRA,France,2019,FRA.12_1,Protests,Peaceful protest,1
FRA,France,2019,FRA.13_1,Protests,Peaceful protest,1
FRA,France,2019,FRA.1_1,Protests,Peaceful protest,4
FRA,France,2019,FRA.1_1,Protests,Protest with intervention,1
FRA,France,2019,FRA.3_1,Protests,Peaceful protest,4
FRA,France,2019,FRA.6_1,Riots,Mob violence,1
FRA,France,2019,FRA.7_1,Protests,Peaceful protest,1
FRA,France,2019,FRA.8_1,Protests,Peaceful protest,2
FRA,France,2019,FRA.8_1,Protests,Protest with intervention,1
FRA,France,2019,FRA.9_1,Protests,Peaceful protest,3
FRA,France,2020,FRA.10_1,Protests,Peaceful protest,644
FRA,France,2020,FRA.10_1,Protests,Protest with intervention,8
FRA,France,2020,FRA.10_1,Riots,Mob violence,7
FRA,France,2020,FRA.10_1,Riots,Violent demonstration,13
FRA,France,2020,FRA.11_1,Protests,Peaceful protest,660
FRA,France,2020,FRA.11_1,Protests,Protest with intervention,15
FRA,France,2020,FRA.11_1,Riots,Mob violence,8
FRA,France,2020,FRA.11_1,Riots,Violent demonstration,14
FRA,France,2020,FRA.11_1,Violence against civilians,Attack,2
FRA,France,2020,FRA.12_1,Battles,Armed clash,1
FRA,France,2020,FRA.12_1,Protests,Peaceful protest,276
FRA,France,2020,FRA.12_1,Protests,Protest with intervention,10
FRA,France,2020,FRA.12_1,Riots,Mob violence,2
FRA,France,2020,FRA.12_1,Riots,Violent demonstration,15
FRA,France,2020,FRA.13_1,Protests,Peaceful protest,357
FRA,France,2020,FRA.13_1,Protests,Protest with intervention,4
FRA,France,2020,FRA.13_1,Riots,Mob violence,3
FRA,France,2020,FRA.13_1,Riots,Violent demonstration,7
FRA,France,2020,FRA.13_1,Violence against civilians,Attack,1
FRA,France,2020,FRA.1_1,Protests,Peaceful protest,657
FRA,France,2020,FRA.1_1,Protests,Protest with intervention,19
FRA,France,2020,FRA.1_1,Riots,Mob violence,21
FRA,France,2020,FRA.1_1,Riots,Violent demonstration,27
FRA,France,2020,FRA.1_1,Violence against civilians,Attack,4
FRA,France,2020,FRA.2_1,Protests,Peaceful protest,275
FRA,France,2020,FRA.2_1,Protests,Protest with intervention,7
FRA,France,2020,FRA.2_1,Riots,Mob violence,5
FRA,France,2020,FRA.2_1,Riots,Violent demonstration,4
FRA,France,2020,FRA.3_1,Protests,Peaceful protest,470
FRA,France,2020,FRA.3_1,Protests,Protest with intervention,6
FRA,France,2020,FRA.3_1,Riots,Mob violence,3
FRA,France,2020,FRA.3_1,Riots,Violent demonstration,15
FRA,France,2020,FRA.4_1,Protests,Peaceful protest,144
FRA,France,2020,FRA.4_1,Protests,Protest with intervention,2
FRA,France,2020,FRA.4_1,Riots,Mob violence,1
FRA,France,2020,FRA.4_1,Riots,Violent demonstration,1
FRA,France,2020,FRA.5_1,Protests,Peaceful protest,135
FRA,France,2020,FRA.5_1,Protests,Protest with intervention,1
FRA,France,2020,FRA.5_1,Riots,Mob violence,2
FRA,France,2020,FRA.5_1,Riots,Violent demonstration,2
FRA,France,2020,FRA.5_1,Violence against civilians,Attack,1
FRA,France,2020,FRA.6_1,Protests,Peaceful protest,250
FRA,France,2020,FRA.6_1,Protests,Protest with intervention,3
FRA,France,2020,FRA.6_1,Riots,Mob violence,11
FRA,France,2020,FRA.6_1,Riots,Violent demonstration,8
FRA,France,2020,FRA.7_1,Protests,Peaceful protest,285
FRA,France,2020,FRA.7_1,Protests,Protest with intervention,6
FRA,France,2020,FRA.7_1,Riots,Mob violence,10
FRA,France,2020,FRA.7_1,Riots,Violent demonstration,22
FRA,France,2020,FRA.8_1,Battles,Armed clash,1
FRA,France,2020,FRA.8_1,Protests,Peaceful protest,502
FRA,France,2020,FRA.8_1,Protests,Protest with intervention,43
FRA,France,2020,FRA.8_1,Riots,Mob violence,41
FRA,France,2020,FRA.8_1,Riots,Violent demonstration,57
FRA,France,2020,FRA.8_1,Violence against civilians,Attack,4
FRA,France,2020,FRA.9_1,Protests,Peaceful protest,339
FRA,France,2020,FRA.9_1,Protests,Protest with intervention,9
FRA,France,2020,FRA.9_1,Riots,Mob violence,8
FRA,France,2020,FRA.9_1,Riots,Violent demonstration,12
FRA,France,2021,FRA.10_1,Protests,Peaceful protest,1047
FRA,France,2021,FRA.10_1,Protests,Protest with intervention,9
FRA,France,2021,FRA.10_1,Riots,Mob violence,4
FRA,France,2021,FRA.10_1,Riots,Violent demonstration,9
FRA,France,2021,FRA.11_1,Battles,Armed clash,1
FRA,France,2021,FRA.11_1,Protests,Peaceful protest,1058
FRA,France,2021,FRA.11_1,Protests,Protest with intervention,9
FRA,France,2021,FRA.11_1,Riots,Mob violence,7
FRA,France,2021,FRA.11_1,Riots,Violent demonstration,15
FRA,France,2021,FRA.12_1,Battles,Armed clash,1
FRA,France,2021,FRA.12_1,Protests,Peaceful protest,516
FRA,France,2021,FRA.12_1,Protests,Protest with intervention,12
FRA,France,2021,FRA.12_1,Riots,Mob violence,4
FRA,France,2021,FRA.12_1,Riots,Violent demonstration,8
FRA,France,2021,FRA.12_1,Violence against civilians,Attack,2
FRA,France,2021,FRA.13_1,Protests,Peaceful protest,545
FRA,France,2021,FRA.13_1,Protests,Protest with intervention,13
FRA,France,2021,FRA.13_1,Riots,Mob violence,6
FRA,France,2021,FRA.13_1,Riots,Violent demonstration,11
FRA,France,2021,FRA.1_1,Battles,Armed clash,1
FRA,France,2021,FRA.1_1,Protests,Peaceful protest,1025
FRA,France,2021,FRA.1_1,Protests,Protest with intervention,15
FRA,France,2021,FRA.1_1,Riots,Mob violence,21
FRA,France,2021,FRA.1_1,Riots,Violent demonstration,33
FRA,France,2021,FRA.1_1,Violence against civilians,Attack,4
FRA,France,2021,FRA.2_1,Protests,Excessive force against protesters,1
FRA,France,2021,FRA.2_1,Protests,Peaceful protest,410
FRA,France,2021,FRA.2_1,Protests,Protest with intervention,6
FRA,France,2021,FRA.2_1,Riots,Mob violence,9
FRA,France,2021,FRA.2_1,Riots,Violent demonstration,14
FRA,France,2021,FRA.2_1,Violence against civilians,Attack,1
FRA,France,2021,FRA.3_1,Protests,Peaceful protest,1055
FRA,France,2021,FRA.3_1,Protests,Protest with intervention,8
FRA,France,2021,FRA.3_1,Riots,Mob violence,3
FRA,France,2021,FRA.3_1,Riots,Violent demonstration,16
FRA,France,2021,FRA.4_1,Protests,Peaceful protest,293
FRA,France,2021,FRA.4_1,Protests,Protest with intervention,3
FRA,France,2021,FRA.4_1,Riots,Mob violence,2
FRA,France,2021,FRA.4_1,Riots,Violent demonstration,2
FRA,France,2021,FRA.5_1,Battles,Armed clash,1
FRA,France,2021,FRA.5_1,Protests,Peaceful protest,177
FRA,France,2021,FRA.5_1,Riots,Mob violence,1
FRA,France,2021,FRA.5_1,Riots,Violent demonstration,4
FRA,France,2021,FRA.5_1,Violence against civilians,Attack,1
FRA,France,2021,FRA.6_1,Protests,Peaceful protest,457
FRA,France,2021,FRA.6_1,Protests,Protest with intervention,8
FRA,France,2021,FRA.6_1,Riots,Mob violence,2
FRA,France,2021,FRA.6_1,Riots,Violent demonstration,10
FRA,France,2021,FRA.6_1,Violence against civilians,Sexual violence,1
FRA,France,2021,FRA.7_1,Protests,Peaceful protest,460
FRA,France,2021,FRA.7_1,Protests,Protest with intervention,5
FRA,France,2021,FRA.7_1,Riots,Mob violence,11
FRA,France,2021,FRA.7_1,Riots,Violent demonstration,22
FRA,France,2021,FRA.8_1,Battles,Armed clash,1
FRA,France,2021,FRA.8_1,Protests,Peaceful protest,612
FRA,France,2021,FRA.8_1,Protests,Protest with intervention,31
FRA,France,2021,FRA.8_1,Riots,Mob violence,31
FRA,France,2021,FRA.8_1,Riots,Violent demonstration,28
FRA,France,2021,FRA.8_1,Violence against civilians,Attack,6
FRA,France,2021,FRA.8_1,Violence against civilians,Sexual violence,1
FRA,France,2021,FRA.9_1,Protests,Peaceful protest,580
FRA,France,2021,FRA.9_1,Protests,Protest with intervention,2
FRA,France,2021,FRA.9_1,Riots,Mob violence,6
FRA,France,2021,FRA.9_1,Riots,Violent demonstration,14
FRA,France,2022,FRA.10_1,Protests,Peaceful protest,912
FRA,France,2022,FRA.10_1,Protests,Protest with intervention,8
FRA,France,2022,FRA.10_1,Riots,Mob violence,6
FRA,France,2022,FRA.10_1,Riots,Violent demonstration,10
FRA,France,2022,FRA.11_1,Protests,Peaceful protest,827
FRA,France,2022,FRA.11_1,Protests,Protest with intervention,7
FRA,France,2022,FRA.11_1,Riots,Mob violence,6
FRA,France,2022,FRA.11_1,Riots,Violent demonstration,7
FRA,France,2022,FRA.11_1,Violence against civilians,Attack,1
FRA,France,2022,FRA.12_1,Protests,Excessive force against protesters,1
FRA,France,2022,FRA.12_1,Protests,Peaceful protest,383
FRA,France,2022,FRA.12_1,Protests,Protest with intervention,4
FRA,France,2022,FRA.12_1,Riots,Mob violence,5
FRA,France,2022,FRA.12_1,Riots,Violent demonstration,7
FRA,France,2022,FRA.13_1,Protests,Peaceful protest,476
FRA,France,2022,FRA.13_1,Protests,Protest with intervention,3
FRA,France,2022,FRA.13_1,Riots,Mob violence,12
FRA,France,2022,FRA.13_1,Riots,Violent demonstration,7
FRA,France,2022,FRA.13_1,Violence against civilians,Attack,2
FRA,France,2022,FRA.1_1,Protests,Peaceful protest,682
FRA,France,2022,FRA.1_1,Protests,Protest with intervention,13
FRA,France,2022,FRA.1_1,Riots,Mob violence,17
FRA,France,2022,FRA.1_1,Riots,Violent demonstration,11
FRA,France,2022,FRA.1_1,Violence against civilians,Attack,4
FRA,France,2022,FRA.2_1,Protests,Peaceful protest,320
FRA,France,2022,FRA.2_1,Protests,Protest with intervention,3
FRA,France,2022,FRA.2_1,Riots,Mob violence,11
FRA,France,2022,FRA.2_1,Riots,Violent demonstration,3
FRA,France,2022,FRA.2_1,Violence against civilians,Attack,1
FRA,France,2022,FRA.3_1,Protests,Peaceful protest,682
FRA,France,2022,FRA.3_1,Protests,Protest with intervention,10
FRA,France,2022,FRA.3_1,Riots,Mob violence,2
FRA,France,2022,FRA.3_1,Riots,Violent demonstration,19
FRA,France,2022,FRA.4_1,Protests,Peaceful protest,224
FRA,France,2022,FRA.4_1,Protests,Protest with intervention,1
FRA,France,2022,FRA.4_1,Riots,Mob violence,4
FRA,France,2022,FRA.4_1,Riots,Violent demonstration,4
FRA,France,2022,FRA.5_1,Protests,Peaceful protest,167
FRA,France,2022,FRA.5_1,Riots,Violent demonstration,33
FRA,France,2022,FRA.6_1,Protests,Peaceful protest,344
FRA,France,2022,FRA.6_1,Protests,Protest with intervention,1
FRA,France,2022,FRA.6_1,Riots,Mob violence,7
FRA,France,2022,FRA.6_1,Riots,Violent demonstration,6
FRA,France,2022,FRA.7_1,Protests,Peaceful protest,341
FRA,France,2022,FRA.7_1,Protests,Protest with intervention,6
FRA,France,2022,FRA.7_1,Riots,Mob violence,5
FRA,France,2022,FRA.7_1,Riots,Violent demonstration,2
FRA,France,2022,FRA.7_1,Violence against civilians,Attack,3
FRA,France,2022,FRA.8_1,Protests,Peaceful protest,546
FRA,France,2022,FRA.8_1,Protests,Protest with intervention,38
FRA,France,2022,FRA.8_1,Riots,Mob violence,43
FRA,France,2022,FRA.8_1,Riots,Violent demonstration,20
FRA,France,2022,FRA.8_1,Violence against civilians,Attack,11
FRA,France,2022,FRA.9_1,Protests,Peaceful protest,436
FRA,France,2022,FRA.9_1,Protests,Protest with intervention,4
FRA,France,2022,FRA.9_1,Riots,Mob violence,2
FRA,France,2022,FRA.9_1,Riots,Violent demonstration,5
FRA,France,2023,FRA.10_1,Protests,Peaceful protest,1081
FRA,France,2023,FRA.10_1,Protests,Protest with intervention,5
FRA,France,2023,FRA.10_1,Riots,Mob violence,5
